"uid","name","description","species_taxon_id","species_name","confidence_score","condensate_type","infectious_agent_species_id","infectious_agent_species_name"
"03FC3A53",Synthetic Condensate 000074,,9606,Homo sapiens,3,synthetic,,
ECE45DA7,Synthetic Condensate 000150,,36200,Dissostichus mawsoni,3,synthetic,,
"99074DA8",PCBP2 condensates,"The PCBP2 condensate is a biomolecular condensate formed as a result of phase separation of poly(C)-binding protein 2 (PCBP2). PCBP2 condensates sequester mitochondrial and mRNA-binding proteins, leading to the outside impairment of mitochondrial morphology and function, and BACE1 mRNA decay relative to amyloid deposition. Mitochondrial proteins sequestered by PCBP2 are not found in reported processing bodies (PB) or stress granules (SG).",10090,Mus musculus,5,biomolecular,,
D5A5F0CB,TRIM45 bodies,Cytoplasmic Puncta,9606,Homo sapiens,4,biomolecular,,
"904EB3AA",CEBPZ condensates,CEBPZ protein undergoes liquid-liquid phase separation. Affecting its phase separation seems to alleviate signs of liver fibrosis.,9606,Homo sapiens,3,biomolecular,,
"7954D4A1",c‐Maf condensates,"The c-Maf condensate is a biomolecular condensate formed as a result of phase separation of the transcription factor c-Maf. Alanine‐rich intrinsically disordered regions (IDRs) in c‐Maf drive hydrophobic interactions, enabling phase separation. c‐Maf recruits RNA Polymerase II via phase separation to establish transcriptional condensates that upregulate Mtbp transcription.",9606,Homo sapiens,4,biomolecular,,
"9E05DBF7",c‐Maf condensates,"The c-Maf condensate is a biomolecular condensate formed as a result of phase separation of the transcription factor c-Maf. Alanine‐rich intrinsically disordered regions (IDRs) in c‐Maf drive hydrophobic interactions, enabling phase separation. c‐Maf recruits RNA Polymerase II via phase separation to establish transcriptional condensates that upregulate Mtbp transcription.",10090,Mus musculus,5,biomolecular,,
"9EE57072",PCBP2 condensates,"The PCBP2 condensate is a biomolecular condensate formed as a result of phase separation of poly(C)-binding protein 2 (PCBP2). PCBP2 condensates sequester mitochondrial and mRNA-binding proteins, leading to the outside impairment of mitochondrial morphology and function, and BACE1 mRNA decay relative to amyloid deposition. Mitochondrial proteins sequestered by PCBP2 are not found in reported processing bodies (PB) or stress granules (SG).",9606,Homo sapiens,4,biomolecular,,
DEE660B4,Stress granule,"Stress granules (SGs) are condensed membrane-less organelles that form dynamically as RNA and protein (RNP) phase separate during physiological stress. When translation initiation is limited, SGs assemble and play a role in translational regulation and proteome buffering. Translationally stalled mRNAs, translation initiation factors, RNA-binding proteins, and non-RNA-binding proteins are among the constituents of SGs. SGs are one of the most important cellular stress relievers, yet their presence are temporary. Any condition that causes permanent presence of SGs, such as chronic stress or alterations in the structure of the components of SGs, can induce their pathological aggregation and degenerative effects.",9606,Homo sapiens,2,biomolecular,,
"453FB656",Mast cell extracellular granules (MCEGs),"Mast cell extracellular granules (MCEGs) are condensates found in the extracellular space, assembled through electrostatic interactions between glycosaminoglycans and polyamines.",10090,Mus musculus,2,biomolecular,,
"7231FD3C",Synthetic Condensate 000185,,9606,Homo sapiens,3,synthetic,,
B4E97D43,α-synuclein condensates,"In human cell models, stressors could promote the abnormal phase separation of α-synuclein, leading to the formation of solid-like, pathological aggregates. This process is linked to cellular stress, including the unfolded protein response, and is considered a key step preceding aggregation in neurodegenerative diseases. In C. elegans models expressing human α-synuclein, the environmental pollutant PHCZ accelerates the formation of α-synuclein condensates and reduces their fluidity, promoting a pathological solid-like state.",9606,Homo sapiens,4,biomolecular,,
"19D3735D",EWSR1 condensates,"The EWSR1 condensate is a biomolecular condensate that forms as a result of phase separation of EWS RNA-binding protein 1 (EWSR1), driven by its intrinsically disordered N‚Äêterminal and C‚Äêterminal domains, particularly C-terminal RNA recognition motifs. These condensates act as regulatory hubs by sequestering interacting factors (e.g., the m‚Å∂A reader YTHDF2), thereby altering RNA processing and stability.",9606,Homo sapiens,5,biomolecular,,
"200B29C3",EML4-ALK condensates,"EML4-ALK fusion oncoprotein common to human cancers forms cytoplasmic biomoelcular condensates, which participate in MAPK signalling",9606,Homo sapiens,4,biomolecular,,
D417733D,Plectin condensates,Plectin (Plec) via its intrinsically disordered region (IDR)-mediated phase separation promotes osteoblast differentiation by sequestering Anxa2 through phase separation.,10090,Mus musculus,5,biomolecular,,
"38EC0B30",Transcriptional condensate,"Transcriptional condensates are bimolecular condensates which form by phase separation of transcription factors, mediator cofactors and numerous nucleic-acid binding proteins at enhancer sites of gene loci, promoting bimolecular interactions which are necessary for gene expression.",9606,Homo sapiens,1,biomolecular,,
"7EEC7AD8",Cajal body,Cajal bodies are nuclear bodies which are composed of the scaffolding protein  Coilin and high concentrations of small nuclear ribonucleoproteins (snRNPs) which are involved in pre-mRNA splicing.These condensates are also suggested to contribute to RNA metabolism including snRNP biogenesis and telomerase biogenesis.,10116,Rattus norvegicus,4,biomolecular,,
DFF57E3B,Synthetic Condensate 000241,,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),3,synthetic,,
"92813D3C",Fus1 condensate,formin Fus1 forms condensates in S.pombe fusion focus. These condensates are suggested to support proper fusion formation and fusion.,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),5,biomolecular,,
EF01EA24,TFAP2β condensates,The TFAP2β condensate is formed through phase separation of transcription factor AP-2 beta (TFAP2β). TFAP2β undergoes condensation in the nucleus to bind the zinc finger protein 131 (ZNF131) promoter.,9606,Homo sapiens,5,biomolecular,,
"02CD31EB",Synthetic Condensate 000174,,9606,Homo sapiens,3,synthetic,,
"8E4C2D28",Synthetic Condensate 000124,,0,Chimeras,3,synthetic,,
F499BD52,BR-body,"Synechocystis sp. Strain PCC 6803

Cyanobacterial RNA processing condensate.
Stress conditions induce the RNA helicase CrhR to form a single crescent localized exterior to the thylakoid membrane. Induced by low temperature stress (20°C).",1111708,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),5,biomolecular,,
FBAE0D06,Synthetic Condensate 000291,"Morphology: In Vivo Droplet Formation,In Vivo Frap; Main protein: Q64337; Partner Proteins: Q14145, Q16236; KEAP1- and NRF2-positive clusters are positive for endogenous p62 and require p62 to form. The ANCHOR mutants form p62-dependent biomolecular condensates that are spherical and contain p62, p62 pS351, polyUb, and NRF2.",0,Chimeras,1,synthetic,,
F813C9D9,+TIP body,"+TIP body is the condensate at the growing tip of the microtubule. This body is concentrating proteins at the +TIP, interacting with other +TIP factors (e.g. Kar9 with Bim1, Bik1, or Mal3/Tip1/Tea2 network) and allowing for specialization of the microtubule.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),5,biomolecular,,
AC924507,Synthetic Condensate 000331,"Morphology: In Vivo Droplet Formation,In Vivo Frap; Main protein: P04150; Partner Proteins: Q15648; Dexamethasone (Dex) stimulation resulted in the formation of many foci containing both GR and Med1.",9606,Homo sapiens,1,synthetic,,
"1AE015A9",ALYREF condensates,"ALYREF condensates are formed by the ALYREF protein through phase separation. These condensates are important for maintaining genomic integrity, and their disruption is implicated in the side effects of certain drugs and in diseases like cancer.",9606,Homo sapiens,5,biomolecular,,
"940DCD6E",INAVA condensates,INAVA condensates are membraneless compartments formed via phase separation in response to cellular stressors-such as reactive oxygen species or proteasome inhibitors-to regulate protein ubiquitination and degradation.,9606,Homo sapiens,4,biomolecular,,
"923DEEBC",IL-1b-induced INAVA condensates,IL-1β-Induced INAVA Condensates are a specific physiological manifestation of INAVA condensates formed in response to the inflammatory cytokine Interleukin-1β (IL-1β). They represent a rapid physiological inflammatory response that naturally resolves within a few hours through disassembly rather than protein degradation,9606,Homo sapiens,4,biomolecular,,
"9A00E86C",DDR1 condensate,DDR1 condensate in vascular smooth muscle cells counteracts the stiffness/collagen-induced YAP-Hippo pathway.,10090,Mus musculus,2,biomolecular,,
"6BD4AB7A",Synthetic Condensate 000182,,9606,Homo sapiens,3,synthetic,,
"576F0A76",Centrosome,"Cetrosomes are the main microtubule organising centers (MTOC) of animal cells and thus are critical in regulating cell-cycle progression. Centrosomes nucleate microtubules during mitosis, allowing for chromosomal segregation. Each centrosome contains 2 centrioles arranged perpendicularly and surrounded by pericentriolar material (PCM).",284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),1,biomolecular,,
"11D28AF1",GAS2L3 condensates,The GAS2L3 condensate is a biomolecular condensate formed as a result of growth arrest-specific 2 like 3 (GAS2L3) protein phase separation driven by the intrinsically disordered region (IDR) of GAS2L3. GAS2L3 condensates scaffolds CHMP4B at the cell midbody during cytokinesis to accelerate cell division and promote tumor growth.,9606,Homo sapiens,4,biomolecular,,
"5A5D4A50",AFAP1-AS1 condensates,The AFAP1-AS1 condensate is a biomolecular condensate formed as a result of phase separation of the long non-coding RNA actin filament associated protein 1 antisense RNA 1 (AFAP1-AS1). AFAP1-AS1 condensates regulate RNA alternative splicing by recruiting splicing factors such as serine and arginine rich splicing factor 1 and 3 (SRSF1 and SRSF3).,9606,Homo sapiens,4,biomolecular,,
"8C2F96ED",Centrosome,"Cetrosomes are the main microtubule organising centers (MTOC) of animal cells and thus are critical in regulating cell-cycle progression. Centrosomes nucleate microtubules during mitosis, allowing for chromosomal segregation. Each centrosome contains 2 centrioles arranged perpendicularly and surrounded by pericentriolar material (PCM).",9606,Homo sapiens,1,biomolecular,,
"3190BB68",inclusion body-associated granule (IBAG),Human respiratory syncytial virus (RSV) inclusion body associated granules (IBAGs) are condensates formed within viral inclusion bodies (IBs) that facilitate viral translation. These granules are host PABP-mediated and other recruit host translation initiation factors to enable viral protein synthesis,9606,Homo sapiens,4,infectious,11259,Human respiratory syncytial virus A
"8E58DEA8",Synthetic Condensate 000081,,9606,Homo sapiens,3,synthetic,,
"01ADBBD5",Synthetic Condensate 000031,,9606,Homo sapiens,3,synthetic,,
AE6B9C0B,BR-body,"Sinorhizobium meliloti

Bacterial ribonucleoprotein body involved in RNA processing and decay, containing RNase E.

strain: Sinorhizobium meliloti (1021) & synonym:  Rhizobium meliloti (1021)",266834,Rhizobium meliloti (strain 1021),5,biomolecular,,
C555D4ED,DNA damage foci,"Double-strand breaks can be caused by a variety of physical and chemical factors, such as ionizing radiation and radiomimetic medicines, but they can also develop as secondary lesions during replication and DNA repair after exposure to a variety of genotoxins. Repair proteins aggregate at damaged areas in response to double strand breaks (DSB), forming membrane-less  subnuclear foci, supporting DNA repair. Rad52 DNA repair proteins assemble in liquid droplets at distinct DNA damage sites, which then fuse into a repair centre droplet.  Together with the repair centre droplet, Rad52 concentrates tubulin and projects short aster-like DIMs (aster-DIMs), which connect the repair center to longer DIMs, allowing damaged DNA to be mobilized to the nuclear periphery for repair. Collaboration between Rad52 liquid droplets and different types of nuclear filaments aids in the formation and function of the DNA repair centre.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,biomolecular,,
"1A0651A8",Synthetic Condensate 000370,"Morphology: In Vivo Droplet Formation,In Vivo Frap; Main protein: P35637; Partner Proteins: Q07352, Q15717; Expression of the FUS-IDR alone did not generate condensates. Expression of the TIS11B RBD alone is not sufficient for condensate formation. When we fused the RBD of TIS11B to the IDR of FUS to generate FUS TIS, we observed cytoplasmic mesh-like condensates that look very similar to wild-type TIS granules. In the context of two multivalent domains (TIS11B N/C-terminus or FUS-IDR), the RRM1/2 of HuR was sufficient for the generation of mesh-like condensates.",9606,Homo sapiens,1,synthetic,,
D1F4711B,PARP1-DNA condensate,"A phase-separated biomolecular assembly is established at sites of DNA damage, primarily mediated by poly(ADP-ribose) polymerase 1 (PARP1) and its affinity for double-stranded DNA. The condensate functions to stabilize broken DNA ends, promote the recruitment of repair factors, and is subject to regulation by PARP1-mediated PARylation, which facilitates disassembly following the completion of repair.",9606,Homo sapiens,4,biomolecular,,
E94C8F89,Tau inclusion,"Inclusion bodies are insoluble aggregates of misfolded proteins inside the cell. A common pathogenic event in a range of neurodegenerative illnesses is aggregated proteins from the cytoplasm of nerve cells and glia. Alzheimer's disease, liquid Tau droplets insoluble Tau aggregates over time.",10090,Mus musculus,1,biomolecular,,
"6ECDA717",α-synnuclein condensates,"In human cell models, stressors could promote the abnormal phase separation of α-synuclein, leading to the formation of solid-like, pathological aggregates. This process is linked to cellular stress, including the unfolded protein response, and is considered a key step preceding aggregation in neurodegenerative diseases. In C. elegans models expressing human α-synuclein, the environmental pollutant PHCZ accelerates the formation of α-synuclein condensates and reduces their fluidity, promoting a pathological solid-like state.",9606,Homo sapiens,4,biomolecular,,
D1D776A9,Founder granule,"Founder granules are ribonucleoprotein (RNP) condensates formed by the agglomeration of oskar (osk) mRNA RNPs during late oogenesis in Drosophila. These granules are enriched at the posterior of the oocyte and are distinct from germ granules, they are transient and not inherited during embryogenesis. They serve to localize osk mRNA (as well as CycB and nos mRNA and others).",7227,Drosophila melanogaster,5,biomolecular,,
"11FDE679",Synthetic Condensate 000054,,9606,Homo sapiens,1,synthetic,,
E6406A9A,Synthetic Condensate 000356,"Morphology: In Vitro Droplet Formation; Main protein: Q92804; Partner Proteins: P22087; strong binding of the N-terminal LC domain of FUS was observed and the LC domains of TAF15, DHX9 or nucleolin were trapped at a moderate intensity by the hydrogel droplets.",9606,Homo sapiens,1,synthetic,,
DB817387,Degradosome,"Escherichia coli

Membrane-associated RNP assembly in Escherichia coli, involved in ribosomal RNA (rRNA) processing and mRNA degradation. Composed of three central components: RNA helicase B, RNase E and Polynucleotide phosphorylase (PNPase). Activity regulated by bacterial, regulatory small RNAs (sRNA). Synonymous with 'BR-bodies' described in other bacterial species. Evidence for most components listed as members is co-purification with RNase E.",83333,Escherichia coli (strain K12),1,biomolecular,,
"9CC59152",Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for ribosome biogenesis in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction.",10141,Cavia porcellus,1,biomolecular,,
FE3CB95B,Synthetic Condensate 000371,"Morphology: In Vivo Droplet Formation; Main protein: Q05D60; Partner Proteins: O94986, O00444; the CRY2clust fused-Deup1 C-terminus rapidly accumulated GFP-Cep152 at the condensates after photo-activation of CRY2clust; this effect was not observed with CRY2clust alone. Importantly, assemblies of the CRY2clust-Deup1 C-terminus accumulated GFP-Plk4, a master kinase for centriole biogenesis.",9606,Homo sapiens,1,synthetic,,
"4E66F2E3",BAG2,"BAG2 condensates are found in the cytosol and triggered by several forms of stress, particularly hyper-osmotic stress. These condensates facilitate client degradation through the 20S proteasome, independent of ubiquitin. Unlike most condensates, BAG2 condensates do not contain RNA. These structures safeguard cell viability during stress and can move towards the client protein. Inhibition of the proteasome leads to the relocation of BAG2 condensates and autophagy markers to an aggresome-like structure.",9606,Homo sapiens,4,biomolecular,,
"80B4651A",Granular component,"Granular component (GC) is one of the three substructures of the nucleolus. GC is the site where final maturation of the pre-ribosomal ribonucleoprotein and assembly with ribosomal proteins occur, after their transcription either in the fibrillar centres (FCs) or at the boundary between the FC and the dense fibrillar component (DFC) region.",9606,Homo sapiens,4,biomolecular,,
C4086E78,HIV core condensate,"HIV-1 NC, CA, RT, and IN, but not PR, phase separated in vitro and in live cells as HIV-1 biomlecular condensates (BMCs) in live cells. ",9606,Homo sapiens,4,infectious,11705,Human immunodeficiency virus type 1 group M subtype B (isolate WMJ22)
A771B61B,Synthetic Condensate 000236,,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),3,synthetic,,
CF22E771,Synthetic Condensate 000181,,9606,Homo sapiens,3,synthetic,,
F3106323,Sup35 condensate,"When yeast is under stress, Sup35 creates protective gels through pH-controlled liquid-like phase separation and gelation. Phase separation in this instance is facilitated by the N-terminal prion domain and controlled by the nearby pH sensor domain. The Sup35 translation factor is through this process protected from stress-related damage by phase separation, which aids in yeast survival",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),5,biomolecular,,
B0349C78,Neuronal RNP granule,"Neuronal RNP granules are nonmembrane bound macromolecular condensates that concentrate certain sets of mRNAs and regulatory proteins, allowing them to travel longer distances to axons or dendrites. RNP granules in neurons have a dual role in regulating the translation of linked mRNAs: at rest, they impede mRNA translation, but once activated, they fuel local protein synthesis.",7227,Drosophila melanogaster,5,biomolecular,,
"5D403D55",Synthetic Condensate 000119,,9606,Homo sapiens,3,synthetic,,
"74574544",Synthetic Condensate 000020,,0,Chimeras,3,synthetic,,
EF55C906,BR-body,RNP granules are membrane-less organelles composed of RNA and proteins. RNA-binding proteins are key components of RNP granules. RNP granules deliver localized mRNAs delivered to areas of local protein synthesis. BR bodies are RNP granules which are assembled by RNase E in Caulobacter vibrioides.,190650,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15),2,biomolecular,,
DAD1D2C8,SPOP/DAXX body,"SPOP/DAXX bodies are nuclear bodies which form by phase separation of SPOP/DAXX in the nucleus. SPOP and DAXX are suggested to interact with each other and together they colocalize at distinct spots in the nucleus and form  a different, largely spherical type of nuclear body distinct from nuclear speckles, PML bodies, nucleoli, and Cajal bodies; named SPOP/DAXX bodies. Mutations which disrupt the interaction between SPOP and DAXX localizes SPOP to nuclear speckles and DAXX to the PML bodies.",9606,Homo sapiens,5,biomolecular,,
"394AC681",cGAS foci,The cytosolic DNA sensor cGMP-AMP (cGAMP) synthase (cGAS) detects both pathogenic and mislocalized DNA in the cytoplasm and activates innate immunity. The immunological response to cancer and pathogen infection is dependent on cGAS detection of cytosolic DNA. The spatial limitation of the DNA sensor cGAS prevents abnormal intracellular detection of self-DNA. The development of cytoplasmic foci containing cGAS and DNA is triggered by DNA emerging in the cytoplasm. Human cGAS (h-cGAS) constitutes an important therapeutic target for modulation of antiinflammatory responses that can contribute to the emergence of autoimmune disorders.,10090,Mus musculus,1,biomolecular,,
"1E117272",Centrosome,"Cetrosomes are the main microtubule organising centers (MTOC) of animal cells and thus are critical in regulating cell-cycle progression. Centrosomes nucleate microtubules during mitosis, allowing for chromosomal segregation. Each centrosome contains 2 centrioles arranged perpendicularly and surrounded by pericentriolar material (PCM).",6239,Caenorhabditis elegans,1,biomolecular,,
"3C81F809",Synthetic Condensate 000288,Morphology: In Vivo Droplet Formation; Main protein: Q01844; Partner Proteins: Q01543; confocal imaging showed that EWS-FLI1 was detectable as nuclear dot-like structures after lentiviral expression in MSCs whereas wild-type FLI1 exhibited a more diffuse pattern,9606,Homo sapiens,1,synthetic,,
C4C56ED2,TDP-25 inclusions,TDP‐25 inclusions are studied in neurons and show amorphous morphology and gel‐like biophysical properties. Aggregation‐prone TDP‐25 fragment (residues 220‐414 of full‐length human TDP‐43) is known to be implicated in ALS/FTD pathogenesis.,9606,Homo sapiens,4,biomolecular,,
C4E5D2FC,Synthetic Condensate 000367,Morphology: In Vitro Droplet Formation; Main protein: P17844; Partner Proteins: P22087; The LC domains of DDX5 or hnRNPA2 were only weakly bound to the hydrogel droplets.,9606,Homo sapiens,1,synthetic,,
"290133E7",ESCRTs,ESCRT condensate  in yeast refers to the biomelcular condensate  formed by the early components of the Endosomal Sorting Complex Required for Transport (ESCRT) machinery at the membrane of the yeast lysosome or endosomes,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),3,biomolecular,,
"88626044",TIFA-TRAF6 condensate,"TIFA undergoes liquid–liquid phase separation (LLPS) induced by ALPK1 in response to adenosine diphosphate (ADP)-β-D-manno-heptose (ADP-Hep) recognition. The phase separation of TIFA is primarily driven by ALPK1, the pT9-FHA domain, and the intrinsically disordered region segment. Simultaneously, TRAF6 exhibits phase separation during ADP-Hep-induced inflammation, a phenomenon observed consistently across various inflammatory signal pathways.",0,Chimeras,0,biomolecular,,
"97270867",α-synuclein condensates,Abnormal deposition of α-synuclein in the ventral tegmental area (VTA) of the brain in mice causing damage to dopaminergic neurons. This pathological aggregation of α-synuclein is linked to neuronal dysfunction and the impairment of fear memory.,10090,Mus musculus,5,biomolecular,,
"19512460",Synthetic Condensate 000336,"Morphology: In Vitro Droplet Formation; Main protein: Q24168; Partner Proteins: O16810, Q7K2L1, Q9W102, Q24169, Q9Y1B2; ORC consists of a heterohexameric complex comprising the subunits Orc1-6. Drosophila ORC phase separates using interactions that require the N-terminal IDR of Orc1 but not Orc2.",7227,Drosophila melanogaster,1,synthetic,,
"2E092FC3",PML body,"PML bodies are nuclear condensates detected by the PML protein, as their name suggests. The PML protein polymerizes into spherical shells where it concentrates several unrelated partner proteins into the PML bodies. PML is found in nearly all normal human tissues and produces PML bodies, which play a role in gene regulation and cellular activities like DNA repair, cell cycle control, and cell fate decisions.",10090,Mus musculus,1,biomolecular,,
"58AD3AE7",Nuclear pore complex,"Nucleocytoplasmic exchange is mediated by nuclear pore complexes (NPCs). They're massive protein complexes that join the inner and outer nuclear membranes to create channels that span the nuclear envelope. Nucleoporins, which are made up of about 30 different protein components, assemble in many copies to form a complicated cylindrical architecture to the nuclear pores.",44689,Dictyostelium discoideum,1,biomolecular,,
CB5A3F31,Synthetic Condensate 000041,,6239,Caenorhabditis elegans,1,synthetic,,
"443AEDFE",Heterochromatin,"Chromatin is a complex of DNA and histone proteins that regulates gene expression as well as packaging genetic material to fit inside the cell. The proper functioning of chromatin also necessitates a web of interactions between molecular complexes that alter chromatin shape and organization to change DNA accessibility to transcription factors, resulting in the activation or repression of target DNA locus. Chromatin is divided into three types based on its shape and compaction state: euchromatin, heterochromatin, and centromeric chromatin. Heterochromatin is related with gene silencing and is characterized by being less accessible than euchromatin and transcriptionally less active. In the nucleus, heterochromatin separates from euchromatin and is concentrated in the nuclear periphery and regions around the nucleolus.",10090,Mus musculus,4,biomolecular,,
D5B33633,Carboxysome,Carboxysome is a bacterial organelle that has properties of a biomolecular condensate. Rubisco condensates formation is proposed to optimize the process of photosynthetic carbon fixation.,1140,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805),5,biomolecular,,
"240400BD",Synthetic Condensate 000102,,6239,Caenorhabditis elegans,3,synthetic,,
"518B4F3F",Htt inclusion,"Inclusion bodies are insoluble aggregates of misfolded proteins inside the cell. A common pathogenic event in a range of neurodegenerative illnesses is aggregated proteins from the cytoplasm of nerve cells and glia. Misfolding and aggregation of huntingtin (Htt) protein results in Huntington's disease (HD), which is the most prevalent inherited neurodegenerative disease. The HD mutation causes an excessively long polyglutamine (polyQ) expansion in the Htt, which makes the protein more prone to aggregate.",9606,Homo sapiens,1,biomolecular,,
"9BAE09A1",VRN1 nuclear body,"Vernalization 1 (VRN1) encodes an essential transcriptional repressor for plant vernalization that non-specifically binds DNA and has two B3 DNA-binding domains joined by an intrinsically disordered region. It has been demonstrated that VRN1 generates puncta in plant cell nuclei, pointing to the possibility that it regulates gene expression through LLPS to maintain the vernalized state.",3702,Arabidopsis thaliana,5,biomolecular,,
D7FE2080,Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for ribosome biogenesis in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction.",9913,Bos taurus,2,biomolecular,,
"00C0C35B",Synthetic Condensate 000282,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: P14904; Partner Proteins: P35193, P38182; In vitro reconstitution experiments reveal that Atg19 and lipidated Atg8 are necessary and sufficient for selective sequestration of Ape1 droplets by membranes.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,synthetic,,
E03AA123,Stress Granule,"Stress granules are cytoplasmic biomolecular condensates that form under environmental stress like heat shock or high salt. They function as hubs to regulate stress responses, including thermotolerance, calcium signaling, and cell wall integrity.",235443,Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487),5,biomolecular,,
"7DC50CA0",Synthetic Condensate 000067,,6239,Caenorhabditis elegans,1,synthetic,,
"1CF1AEDA",Heterochromatin,"Chromatin is a complex of DNA and histone proteins that regulates gene expression as well as packaging genetic material to fit inside the cell. The proper functioning of chromatin also necessitates a web of interactions between molecular complexes that alter chromatin shape and organization to change DNA accessibility to transcription factors, resulting in the activation or repression of target DNA locus. Chromatin is divided into three types based on its shape and compaction state: euchromatin, heterochromatin, and centromeric chromatin. Heterochromatin is related with gene silencing and is characterized by being less accessible than euchromatin and transcriptionally less active. In the nucleus, heterochromatin separates from euchromatin and is concentrated in the nuclear periphery and regions around the nucleolus.",7227,Drosophila melanogaster,1,biomolecular,,
ED4B3785,Synthetic Condensate 000058,,9606,Homo sapiens,1,synthetic,,
"5253F164",YBX1 condensate,YBX1 is proposed to undergo liquid-liquid phase separation (LLPS) to form condensates in vitro and in cells . YBX1 condensates recruit microRNAs (such as miR-223) in vitro and into exosomes secreted by cultured cells.,9606,Homo sapiens,4,biomolecular,,
"041D4500",Synthetic Condensate 000036,,9606,Homo sapiens,1,synthetic,,
"05A797AF",Presynaptic clusters,Presynaptic clusters are clusters of synaptic vesicles at presynaptic sites.  Synapsin is the abundant protein associated with synaptic vesicles condensates.,10090,Mus musculus,1,biomolecular,,
"86739B61",Synthetic Condensate 000279,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: Q6NZI2; Partner Proteins: Q03135; In the absence of Cavin1 MBP–GBP–CAV1 did not undergo LLPS on its own. However, when GFP-labelled MBP–GBP–CAV1 was mixed with Cavin1 it was recruited to Cavin1 liquid droplets.",9606,Homo sapiens,1,synthetic,,
"01CA17F3",Centrosome,"Cetrosomes are the main microtubule organising centers (MTOC) of animal cells and thus are critical in regulating cell-cycle progression. Centrosomes nucleate microtubules during mitosis, allowing for chromosomal segregation. Each centrosome contains 2 centrioles arranged perpendicularly and surrounded by pericentriolar material (PCM).",10090,Mus musculus,1,biomolecular,,
"71F78BB1",Synthetic Condensate 000049,,9606,Homo sapiens,1,synthetic,,
"0BB92809",Trbd,Trbd phase separation in vitro depends on LR (linker region),7227,Drosophila melanogaster,5,biomolecular,,
"2B1872D5",Balbiani body,"Germ plasm in developing oocytes of vertebrates is localized into a special membrane-less structure called Balbiani body (Bb).  Bb is packed with RNAs, mitochondria, Golgi and endoplasmic reticulum.",9606,Homo sapiens,4,biomolecular,,
"9D926880",Synthetic Condensate 000034,,0,Chimeras,3,synthetic,,
"7C7190F1",ABC transporter condensate,The ABC transporter (Rv1747) has a regulatory cytoplasmic module which undergoes phase separation and forms liquid- like condensates.,83332,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),5,biomolecular,,
"927B5294",Nur77 condensate,The Nur77 condensate is  formed through the liquid-liquid phase separation of the nuclear receptor Nur77 on ubiquitinated mitochondria.,9606,Homo sapiens,5,biomolecular,,
"0A6B6B10",Synthetic Condensate 000350,"Morphology: In Vivo Droplet Formation; Main protein: P31483; Partner Proteins: Q13148; 1,6-Hd drastically dissociated the cytoplasmic aggregates of RBPs, mutant FUS and TIA1. Consistent with the decreased number of RBPs-induced aggregates, sequestration of TDP-43 into the aggregates was also significantly prevented.",9606,Homo sapiens,1,synthetic,,
"318A8771",Synthetic Condensate 000319,"Morphology: In Vitro Droplet Formation; Main protein: P09651; Partner Proteins: P62995, Q07955, P38159; The number of phase-separated droplets decreased more than 10-fold when the transcription was performed in presence of individual proteins at the same total concentration as in the mixture of five. This suggests that this RNA-dependent phase-separation is driven here not simply by high protein concentrations, but involves interactions between specific proteins.",9606,Homo sapiens,1,synthetic,,
"0B2C2654",Synthetic Condensate 000105,,9606,Homo sapiens,1,synthetic,,
DFB52F78,Synthetic Condensate 000129,,9606,Homo sapiens,3,synthetic,,
