"uid","name","description","species_taxon_id","species_name","confidence_score","condensate_type","infectious_agent_species_id","infectious_agent_species_name"
"890CF536",Synthetic Condensate 000368,Morphology: In Vivo Droplet Formation; Main protein: O94986; Partner Proteins: Q05D60; the CRY2clust fused-Deup1 C-terminus rapidly accumulated GFP-Cep152 at the condensates after photo-activation of CRY2clust,9606,Homo sapiens,1,synthetic,,
"0CC02154",RNA polymerase clusters,"Through interactions with activators, RNA polymerase (Pol) II's C-terminal disordered region (CTD) produces clusters or hubs at active genes. CTD droplets are dispersed by CTD phosphorylation and are capable of incorporating intact Pol II.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),5,biomolecular,,
A42DF0C6,Synthetic Condensate 000285,Morphology: In Vitro Droplet Formation; Main protein: P15502; Partner Proteins: Q64K55; We demonstrate a thermo-responsive phase separation and spontaneous colloid-like droplet formation from silk-elastin block copolymers.,0,Chimeras,1,synthetic,,
"3EAB04FE",Rapsn condensate,"Rapsn condensates play a role in the formation of the neuromuscular junction (NMJ). These condensates are described to form when the protein Rapsn undergoes liquid-liquid phase separation (LLPS). Rapsn condensates recruit other necessary components, such as acetylcholine receptors, cytoskeletal proteins, and various signaling proteins, which are all essential for the differentiation of the postsynaptic side of the junction",9606,Homo sapiens,3,biomolecular,,
"3E1EA7A0",Synthetic Condensate 000114,,83333,Escherichia coli (strain K12),1,synthetic,,
B57B8AD8,Heterochromatin,"Chromatin is a complex of DNA and histone proteins that regulates gene expression as well as packaging genetic material to fit inside the cell. The proper functioning of chromatin also necessitates a web of interactions between molecular complexes that alter chromatin shape and organization to change DNA accessibility to transcription factors, resulting in the activation or repression of target DNA locus. Chromatin is divided into three types based on its shape and compaction state: euchromatin, heterochromatin, and centromeric chromatin. Heterochromatin is related with gene silencing and is characterized by being less accessible than euchromatin and transcriptionally less active. In the nucleus, heterochromatin separates from euchromatin and is concentrated in the nuclear periphery and regions around the nucleolus.",9606,Homo sapiens,2,biomolecular,,
"4CAAAA97",Synthetic Condensate 000349,Morphology: In Vivo Droplet Formation; Main protein: Q9UBN7; Partner Proteins: Q13148; A part of skein-like cytoplasmic inclusion of TDP-43 co-localized with HDAC6 in the spinal motor neurons of sporadic ALS patients.,9606,Homo sapiens,1,synthetic,,
"24B72B50",Histone Locus Body,The Histone Locus Body (HLB) is a nucleus subdomain characterized by the concentration of components required for histone gene transcription and pre-mRNA processing. Histone mRNAs production takes place in HLBs.,9606,Homo sapiens,1,biomolecular,,
"278829DE",Chromatoid body,Chromatoid bodies (CBs) are germ cell specific RNP granules localized in the cytoplasm of spermatids. CB forms as spermatogenesis switches between the meiotic and post-meiotic phases and is involved in the regulation of the haploid male germ cell's exceptionally diverse transcriptome.,9606,Homo sapiens,1,biomolecular,,
"50782855",Histone Locus Body,The Histone Locus Body (HLB) is a nucleus subdomain characterized by the concentration of components required for histone gene transcription and pre-mRNA processing. Histone mRNAs production takes place in HLBs.,10090,Mus musculus,1,biomolecular,,
"9355EE84",Synthetic Condensate 000292,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation; Main protein: O14686; Partner Proteins: O60885, Q15648; MLL4 Q4092X MSCs had decreased intensity of BRD4 and MED1 condensates compared to the WT MSCs.",9606,Homo sapiens,1,synthetic,,
"9321DD1F",Synthetic Condensate 000162,,0,Chimeras,3,synthetic,,
"29B486D9",Synthetic Condensate 000221,,269084,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),3,synthetic,,
"1C395EBB",Arsenite-induced Necrosome,"The arsenite-induced necrosome form within stress granules during arsenite-induced necroptosis. Stress granules serve as platforms for necrosome assembly, where ZBP1 recruits RIPK3, leading to the phosphorylation and activation of MLKL. This sequence ultimately leads to necroptosis, a regulated form of cell death. Based on previous research, the necrosome under these conditions is closely associated with oxidative stress and Z-RNA binding by ZBP1.",10090,Mus musculus,4,biomolecular,,
"8339491E",Synthetic Condensate 000329,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation; Main protein: Q07457; Partner Proteins: Q02796; Lge1 condensates can co-enrich both the E3 Bre1 and the E2 Rad6 in a catalytic shell.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,synthetic,,
D9713D2F,Synthetic Condensate 000103,,6239,Caenorhabditis elegans,3,synthetic,,
DCE83E39,Synthetic Condensate 000127,,6239,Caenorhabditis elegans,3,synthetic,,
FF7BB011,KAT8-IRF1 condensate,"after cell exposure to IFNγ, KAT8 first binds to amino acids 21–42 in the N-terminal DNA-binding domain (DBD) of induced IRF1, and the IDRs of the two proteins promote KAT8–IRF1 condensate formation",9606,Homo sapiens,5,biomolecular,,
A53DF2F0,Synthetic Condensate 000226,,10090,Mus musculus,3,synthetic,,
AAD1380C,Nuclear poly(A) domains,Nuclear poly(A) domains (NPAD) are condensates containing newly transcribed mRNA. These hubs of transcripts are found in the developing Oocytes and are linked to female infertility and premature ovarian failure,10090,Mus musculus,5,biomolecular,,
ED8FE918,Chromogranin condensates,Chromogranin condensates are liquid-like assemblies forming in the lumen of the Trans Golgi Network.  The mildly acidic environment inside the Golgi lumen promotes the formation of these condensates and recruits the clients proteins like proinsulin. The formation of liquid-like assemblies provides a mechanism for a receptor-independent sorting of cargo molecules.,10116,Rattus norvegicus,4,biomolecular,,
A40D6D0A,DHX9 Stress Granules,"DHX9 Granules are a subtype of stress granules (SGs). DHX9 Granules are biomolecular condensates composed of RNA and proteins that form in response to RNA damage induced by UVB or UVC irradiation. They contain a substantial amount of damaged RNA, including intronic sequences. The primary protein constituent of these granules is DHX9, which facilitates their formation through binding to the damaged RNA. These condensates play a critical role in sequestering damaged RNA to prevent its translation and aid in cellular recovery processes.",9606,Homo sapiens,4,biomolecular,,
A58C613A,Synthetic Condensate 000080,,9606,Homo sapiens,3,synthetic,,
D212AE19,Synthetic Condensate 000305,"Morphology: In Vivo Droplet Formation,In Vivo Frap; Main protein: P02792; Partner Proteins: Q5T1M5, Q14671; the co-expression of an RNA-binding PUM.HD-FFm scaffold with a neutral mCherry-FFm scaffold eventually leads to the concentration-dependent phase separation of micrometric protein condensates, which recruit polyadenylated RNAs",9606,Homo sapiens,1,synthetic,,
EEA9CF61,Dishevelled condensate,"Dishevelled 2 (Dvl2) is hown to undergo liquid-liquid phase separation (LLPS), mediated by its intrinsically disordered region. Dvl2 condensates are important for controlling the assembly of the Wnt receptor signalosome and disruption of the β-catenin destruction complex.",9606,Homo sapiens,4,biomolecular,,
C22D95C0,Synthetic Condensate 000013,,9606,Homo sapiens,1,synthetic,,
"4F15E4D1",ATG condensate,"In yeast, autophagy plays a central role in degrading condensates which form by phase separation using autophagosomes-double-membrane structures that are synthesized de novo at the pre-autophagosomal structure (PAS) in yeast. It is recently shown that PAS is a liquid-like condensate which is is formed by the phase separation of ATG proteins.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),5,biomolecular,,
"91E14AE1",U-body,U-bodies are specific cytoplasmic RNA granules which are sites for for snRNP assembly aided by U-snRNPs and SMN.,9606,Homo sapiens,1,biomolecular,,
F7E61417,Synthetic Condensate 000244,,0,Chimeras,3,synthetic,,
"92167BAE",Inclusion Body,"Dynamic, liquid-like structures serve as specialized compartments for viral assembly and replication",10036,Mesocricetus auratus (Golden hamster),4,infectious,10906,Bluetongue virus 10
F1AC7DF2,Synthetic Condensate 000382,Homotypic condensate of SOD1-eGFP with 10% PEG,9606,Homo sapiens,3,synthetic,,
"30A41936",BR-body,"Bacillus subtilis

RNase Y assembles dynamically into foci in absence of its RNA substrates. This different from similar, bacterial RNase E-based BR bodies, involved in active RNA decay.",224308,Bacillus subtilis (strain 168),5,biomolecular,,
"1822EB5E",Synthetic Condensate 000092,,9606,Homo sapiens,3,synthetic,,
FBE2A4AB,Synthetic Condensate 000385,hnpRNPA1A form amyloid structures upon condensation with an RNA-concentration dependency,9606,Homo sapiens,3,synthetic,,
"3F4CB227",Synthetic Condensate 000322,"Morphology: In Vitro Droplet Formation; Main protein: P45973; Partner Proteins: O15392, O13024, Q53HL2; We mixed CF-555 labeled HP1α with preformed ISB coacervates and observed robust enrichment of HP1α into ISB coacervates. We employed conditions where HP1α is unable to phase-separate on its own.",0,Chimeras,1,synthetic,,
D23CAB07,Synthetic Condensate 000243,,0,Chimeras,3,synthetic,,
"6D84B01C",Synthetic Condensate 000001,,0,Chimeras,3,synthetic,,
D9514D20,Synthetic Condensate 000130,,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,synthetic,,
"009021FA",focal adhesion (FA) condensate,"The focal adhesion (FA) condensate is a membrane-less condensate formed by liquid-liquid phase separation (LLPS) at the FA periphery. It is improtant for focal adhesion morphology, cytoskeletal dynamics, and mechanical force sensing.",9606,Homo sapiens,4,biomolecular,,
"5113914A",Synthetic Condensate 000100,,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),1,synthetic,,
"2AFE1BD8",RdRp condensates,GII.4 HuNoV RdRp protein forms condensates in the infected cells for sites for viral replication.,9607,Homo sapiens,4,infectious,489821,Norovirus GII.4
"58FDC23F",PcG body,Proteins from the Polycomb Group (PcG) are clustered in nuclear foci known as PcG bodies. PcG proteins regulate the expression of a wide range of genes by silencing them.,7227,Drosophila melanogaster,1,biomolecular,,
"28618213",Synthetic Condensate 000040,,0,Chimeras,1,synthetic,,
"67447146",Synthetic Condensate 000250,,9913,Bos taurus,3,synthetic,,
"62EA6512",Sam68 nuclear body,"Nuclear bodies are membraneless, RNA-rich organelles in the cell nucleus that concentrate certain nuclear proteins and RNA-protein complexes.",9606,Homo sapiens,1,biomolecular,,
FB44DE0F,Synthetic Condensate 000377,Condensate formation of in vitro FUS peptide of amino acid 37-97,9606,Homo sapiens,3,synthetic,,
AD0C696C,Synthetic Condensate 000198,,7227,Drosophila melanogaster,3,synthetic,,
"225F9C97",IMC (intermitochondrial cement),"Condensate (IMC or intramidochondrial cement) is found in vertebrate male germ cells, where it acts a glue that teathers clusters of mitochondria. Several functions hjave been identified, includibng piRNA pocessing.|, fusion/fission,",9606,Homo sapiens,4,biomolecular,,
F0168FE2,WHI3 cluster,WHI3 undergoes phase separation to form droplets with different biophysical properties. The properties of WHI3 droplets and their phase separation depends on different RNAs which interact with WHI3.,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),4,biomolecular,,
F659AEC6,Pericentriolar compartment,"Cetrosomes are the main microtubule organising centers (MTOC) of animal cells and thus are critical in regulating cell-cycle progression. Centrosomes nucleate microtubules during mitosis, allowing for chromosomal segregation. Each centrosome contains 2 centrioles arranged perpendicularly and surrounded by pericentriolar material (PCM).",9606,Homo sapiens,1,biomolecular,,
"31BA30E7",Synthetic Condensate 000023,,9606,Homo sapiens,1,synthetic,,
A1A97FAB,Synthetic Condensate 000191,,9606,Homo sapiens,3,synthetic,,
"5FC38D49",GCRV viroplasm,"The GCRV viroplasm is a  condensate that organizes viral replication and assembly by concentrating viral proteins and genetic material. It also plays a role in immune evasion by sequestering host antiviral factors, thereby suppressing the host immune response",7959,Ctenopharyngodon idella ,4,infectious,128987,Grass carp reovirus
"7A2E2A6F",Synthetic Condensate 000125,,9606,Homo sapiens,3,synthetic,,
"604353D6",Stress granule,"Stress granules (SGs) are condensed membrane-less organelles that form dynamically as RNA and protein (RNP) phase separate during physiological stress. When translation initiation is limited, SGs assemble and play a role in translational regulation and proteome buffering. Translationally stalled mRNAs, translation initiation factors, RNA-binding proteins, and non-RNA-binding proteins are among the constituents of SGs. SGs are one of the most important cellular stress relievers, yet their presence are temporary. Any condition that causes permanent presence of SGs, such as chronic stress or alterations in the structure of the components of SGs, can induce their pathological aggregation and degenerative effects.",60711,Chlorocebus sabaeus,1,biomolecular,,
"462A97B5",Leucocyte nuclear body,"Nuclear bodies are membraneless, RNA-rich organelles in the cell nucleus that concentrate certain nuclear proteins and RNA-protein complexes.",9606,Homo sapiens,0,biomolecular,,
"4663B525",Nuclear body,"Nuclear bodies are membraneless, RNA-rich organelles in the cell nucleus that concentrate certain nuclear proteins and RNA-protein complexes.",7227,Drosophila melanogaster,1,biomolecular,,
"9800A23F",Synthetic Condensate 000231,,0,Chimeras,3,synthetic,,
E12AB6E0,"53BP1 Mitotic Stress Body (MSBs)","53BP1 Mitotic Stress Bodies (MSBs) are phase-separated condensates formed during mitotic stress in human cancer cells, primarily near centromeres. MSBs are driven by p53, are associated with DNA, and play a role in DNA repair and mitotic stress response.",9606,Homo sapiens,4,biomolecular,,
D4C202DD,Polarisome,Polarisome is a multiprotein complex which nucleates actin cables to drive polarized cell growth in budding yeast and filamentous fungi.,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),5,biomolecular,,
F289E8A4,viral replication compartment (VRC),viral replication compartments (VRCs) formed by DNA viruses are described as membraneless assemblies or structures within the nucleus of infected cells,10315,Human herpesvirus 2 (strain HG52),5,biomolecular,,
"783B6188",Synthetic Condensate 000211,,9031,Gallus gallus,3,synthetic,,
"8BEB9125",Cajal body,Cajal bodies are nuclear bodies which are composed of the scaffolding protein  Coilin and high concentrations of small nuclear ribonucleoproteins (snRNPs) which are involved in pre-mRNA splicing.These condensates are also suggested to contribute to RNA metabolism including snRNP biogenesis and telomerase biogenesis.,10090,Mus musculus,3,biomolecular,,
"6209F224",Synthetic Condensate 000281,"Morphology: In Vitro Droplet Formation; Main protein: P22626; Partner Proteins: P35637, P98179, P09651, P31483, Q7Z5Q1, Q06787, Q14011, Q13148, P05453; The mCherry:hnRNPA2 hydrogel also avidly trapped the LC domains of hnRNPA1, CIRBP and RBM3. Moderate retention was observed for yeast Sup35. By contrast, considerably less avid trapping was observed for FUS, TIA1, TDP43, FMRP or CPEB2.",0,Chimeras,1,synthetic,,
"1855AB2E",Synthetic Condensate 000027,,9606,Homo sapiens,3,synthetic,,
"51423B36",Neuronal granule,"Neuronal RNP granules are nonmembrane bound macromolecular condensates that concentrate certain sets of mRNAs and regulatory proteins, allowing them to travel longer distances to axons or dendrites. RNP granules in neurons have a dual role in regulating the translation of linked mRNAs: at rest, they impede mRNA translation, but once activated, they fuel local protein synthesis.",6239,Caenorhabditis elegans,1,biomolecular,,
DABB4E53,LANA body,"LANA bodies are dynamic infectious condensates, located in the nucleus of the host cell, containing viral genome and the KSHV protein LANA, which form via phase separation.",9607,Homo sapiens,4,infectious,868565,Human herpesvirus 8 type P (isolate GK18)
"0DA90D7A",Nuclear pore complex,"Nucleocytoplasmic exchange is mediated by nuclear pore complexes (NPCs). They're massive protein complexes that join the inner and outer nuclear membranes to create channels that span the nuclear envelope. Nucleoporins, which are made up of about 30 different protein components, assemble in many copies to form a complicated cylindrical architecture to the nuclear pores.",8355,Xenopus laevis,1,biomolecular,,
"2A88FC49",P-body,"P-bodies are cytosolic biomolecular condensates that arise in response to environmental stress when translationally-arrested mRNAs and proteins phase separate at specific regions in the cytoplasm. In this way, P-bodies are important for translation regulation and proteome buffering.",7955,Danio rerio,1,biomolecular,,
"324C50AA",Cpeb1b-Pabpc1b-shh Condensate,"The condensate forms from Cpeb1b, Pabpc1b, Tent2, and shha mRNA in zebrafish, exhibiting liquid-like properties. It is necessary for cytoplasmic polyadenylation of shha mRNA, promoting Hedgehog signaling and supporting hematopoiesis during zebrafish embryogenesis.",7955,Danio rerio,5,biomolecular,,
"95CA54FE",Synthetic Condensate 000215,,9606,Homo sapiens,3,synthetic,,
EEE9EDCA,Synthetic Condensate 000155,,9606,Homo sapiens,3,synthetic,,
D4281DD4,Synthetic Condensate 000311,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: Q68FF6; Partner Proteins: Q9ES28; Specific and tight association of GIT1 and β-Pix, a pair of GTPase regulatory enzymes, leads to phase separation of the complex without additional scaffolding molecules.",10090,Mus musculus,1,synthetic,,
"256AC21A",Proteasome condensate,"Proteasome condensates are cellular structures in yeast that form through interactions between specific proteins, such as Rad23 and Dsk2, and ubiquitin chains. These condensates play a crucial role in protein degradation, particularly under stress conditions, and are studied using genetic mutations and protein interaction experiments to understand their formation and function.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),5,biomolecular,,
"77264BD3",Synthetic Condensate 000258,,9606,Homo sapiens,3,synthetic,,
"97E999E0",Synthetic Condensate 000219,,6239,Caenorhabditis elegans,3,synthetic,,
F74784B8,Synthetic Condensate 000156,,190650,Caulobacter vibrioides (strain ATCC 19089 / CB15),3,synthetic,,
"6340D055",Synthetic Condensate 000071,,9606,Homo sapiens,3,synthetic,,
"634B234B",Synthetic Condensate 000180,,9606,Homo sapiens,3,synthetic,,
FA66C19F,Synthetic Condensate 000280,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: Q9Y6Q9; Partner Proteins: O96028; we added purified NSD2 into the GFP-SRC-3-IDR system and observed markedly augmented droplets",9606,Homo sapiens,1,synthetic,,
"373365D7",p62-dependent P-bodies (pd-PBs),"p62-dependent P-bodies (pd-PBs) are a stress-induced subtype of P-bodies that form under proteotoxic or inflammatory stress. Characterized by the recruitment of the autophagy receptor p62/SQSTM1 (acting as a scaffold), pd-PBs are enriched in proteins involved in RNA metabolism (e.g., DDX6, LSM14A, EDC4, eIF4E) and are associated with mRNA",9606,Homo sapiens,4,biomolecular,,
"6D9DF426",Purinosome,The purisome is a dynamic metabolic condensate that organizes and coordinates enzymes for de novo purine biosynthesis.,9606,Homo sapiens,4,biomolecular,,
"650D5353",Inclusion body,CHPV proteins form cytoplasmic inclusion bodies (IBs) and recruit host proteins to promote viral replication.,10090,Mus musculus,4,infectious,11273,Chandipura virus (strain I653514)
D8D47D1F,Synthetic Condensate 000297,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation; Main protein: P25054; Partner Proteins: O15169; Multivalent APC IDRs decrease the critical concentration of Axin that required for puncta formation.",9606,Homo sapiens,1,synthetic,,
"2C224C76",Synthetic Condensate 000284,"Morphology: In Vitro Droplet Formation; Main protein: P05453; Partner Proteins: P35637, P22626; Homotypic trapping of the GST:FUS LC by the mCherry:FUS LC hydrogel was sufficiently avid that GFP signal hardly decayed over the hour-long washout period. Binding of the LC domains of four additional test samples (FMRP, CIRBP, TDP43 and yeast Sup35) was also observed; The mCherry:hnRNPA2 hydrogel also avidly trapped the LC domains of hnRNPA1, CIRBP and RBM3. Moderate retention was observed for yeast Sup35.",0,Chimeras,1,synthetic,,
"49BCF3D0",Histone Locus Body,The Histone Locus Body (HLB) is a nucleus subdomain characterized by the concentration of components required for histone gene transcription and pre-mRNA processing. Histone mRNAs production takes place in HLBs.,7227,Drosophila melanogaster,1,biomolecular,,
FF9FC9E0,Synthetic Condensate 000016,,6239,Caenorhabditis elegans,1,synthetic,,
"45F3D8EC",Synthetic Condensate 000342,"Morphology: In Vitro Droplet Formation; Main protein: Q5FBB7; Partner Proteins: O15392, O13024, Q53HL2; We observed strong enrichment of CF-555-hSgo1 in the ISB coacervates",0,Chimeras,1,synthetic,,
"2CF52CF0",Synthetic Condensate 000015,,9606,Homo sapiens,3,synthetic,,
EED4A971,Synthetic Condensate 000152,,0,Chimeras,3,synthetic,,
"65A6D83D",Synthetic Condensate 000203,,7227,Drosophila melanogaster,3,synthetic,,
AD9D4934,P-body,"P-bodies are cytosolic biomolecular condensates that arise in response to environmental stress when translationally-arrested mRNAs and proteins phase separate at specific regions in the cytoplasm. In this way, P-bodies are important for translation regulation and proteome buffering.",10090,Mus musculus,5,biomolecular,,
D77CF3DC,Nuclear stress body,Stress bodies  which form in the nucleus in response to heat shock.,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),5,biomolecular,,
"0E1CE0E6",Germ granule,"In many animals, maternal cytoplasmic factors called germ plasm regulate gamete production during embryogenesis. Germ plasm is a cytoplasmic determinant  composed mainly of RNAs and proteins and is inherited from the mother to the offspring inside the egg.",7955,Danio rerio,1,biomolecular,,
"777112DF",Synthetic Condensate 000111,,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),3,synthetic,,
"18E63256",PARP5A–RNF146 condensate,"The condensates formed by PARP5A and RNF146 are dynamic molecular assemblies with liquid-like properties. They are involved in regulating cellular mechanisms, including restraining necroptosis by organizing specific signaling pathways.",10090,Mus musculus,4,biomolecular,,
BCA0D336,Dense fibrillar component,Dense fibrillar component (DFC) is a substructure of nucleolus. Small nucleolar ribonucleoproteins (snoRNPs) splice and modify pre-ribosomal RNA transcripts in the DFC.,6239,Caenorhabditis elegans,5,biomolecular,,
E603CCA4,Germ granule,"In many animals, maternal cytoplasmic factors called germ plasm regulate gamete production during embryogenesis. Germ plasm is a cytoplasmic determinant  composed mainly of RNAs and proteins and is inherited from the mother to the offspring inside the egg.",9606,Homo sapiens,3,biomolecular,,
FF4792F2,Row 1-specific tip complex condensates,"These condensates are located at the tip of the tallest stereocilia within mechanosensory hair cells. Their existence significantly enhances the capacity for actin bundling in these specialized projections, suggesting a potential connection to the determination of the tallest stereocilia",9606,Homo sapiens,4,biomolecular,,
"64BFB8C8",inclusion body-associated granule (IBAG),"Inclusion Body-Associated Granules (IBAGs) are defined as dynamic substructures within viral inclusion bodies (IBs). IBAGs are functionally specialized for translation-related processes, distinct from the replication-focused IBs",60711,Chlorocebus sabaeus,2,infectious,11247,Bovine respiratory syncytial virus (strain A51908)
"9E21F925",Synthetic Condensate 000351,Morphology: In Vivo Droplet Formation; Main protein: O14641; Partner Proteins: Q92793; CBP colocalized with DVL2 and significantly promoted formation of DVL2 super-molecular puncta in cells.,9606,Homo sapiens,1,synthetic,,
FF4E772B,Synthetic Condensate 000083,,9606,Homo sapiens,3,synthetic,,
EFCB6399,Synthetic Condensate 000163,,36200,Dissostichus mawsoni,3,synthetic,,
"57A56005",ORF8/p62 condensate,The ORF8/p62 condensate is a SARS-CoV-2-induced biomolecular condensate that hijacks ER-phagy receptors to  promote viral replication,9606,Homo sapiens,4,infectious,2697049,Severe acute respiratory syndrome coronavirus 2
"975B8A70",Inflammasome,"Inflammasomes are multiprotein platforms for caspase-1 activation which develop in response to a variety of outside and endogenous danger signals, resulting in the production of pro-inflammatory cytokines and the stimulation of inflammatory cell death via caspase-1 activation.",9606,Homo sapiens,2,biomolecular,,
F4B231E0,Synthetic Condensate 000208,,9606,Homo sapiens,3,synthetic,,
"5D9BA5D6",Synthetic Condensate 000093,,9606,Homo sapiens,3,synthetic,,
"2838EF58",Centrosome,"Cetrosomes are the main microtubule organising centers (MTOC) of animal cells and thus are critical in regulating cell-cycle progression. Centrosomes nucleate microtubules during mitosis, allowing for chromosomal segregation. Each centrosome contains 2 centrioles arranged perpendicularly and surrounded by pericentriolar material (PCM).",7227,Drosophila melanogaster,1,biomolecular,,
"208F8600",Synthetic Condensate 000366,"Morphology: In Vitro Droplet Formation,In Vitro Frap; Main protein: P45973; Partner Proteins: Q13185; HP1γ does not destabilize, but rather enriches in the pre-formed HP1α-DNA condensates.",9606,Homo sapiens,1,synthetic,,
F4417166,Synthetic Condensate 000019,,9606,Homo sapiens,1,synthetic,,
D6A53B8E,Nuclear pore complex,"Nucleocytoplasmic exchange is mediated by nuclear pore complexes (NPCs). They're massive protein complexes that join the inner and outer nuclear membranes to create channels that span the nuclear envelope. Nucleoporins, which are made up of about 30 different protein components, assemble in many copies to form a complicated cylindrical architecture to the nuclear pores.",9606,Homo sapiens,1,biomolecular,,
"6F576562",Pre-replication compartment (PRC),Pre-replication compartments (PRCs) are formed during human cytomegalovirus (HCMV) infection. These condensates are serving as hubs for viral genome replication and transcription. They exhibit liquid-like properties and are essential for efficient viral replication.,9606,Homo sapiens,4,infectious,10360,Human cytomegalovirus (strain AD169)
"9B5E283A",Synthetic Condensate 000373,"Morphology: In Vivo Droplet Formation; Main protein: Q13148; Partner Proteins: P07737, Q9UHD9, P35637, P31483, Q9UBN7; 1,6-Hd did not influence either the number of aggregates of MRPs (mutant PFN1 and UBQLN2) or co-aggregates with TDP-43, suggesting that a mechanism independent of LLPS drives the co-aggregation of MRPs and TDP-43. 1,6-Hd drastically dissociated the cytoplasmic aggregates of RBPs, mutant FUS and TIA1. Consistent with the decreased number of RBPs-induced aggregates, sequestration of TDP-43 into the aggregates was also significantly prevented. A part of skein-like cytoplasmic inclusion of TDP-43 co-localized with HDAC6 in the spinal motor neurons of sporadic ALS patients.",9606,Homo sapiens,1,synthetic,,
"45FBF2D1",Nuage,"In many animals, maternal cytoplasmic factors called germ plasm regulate gamete production during embryogenesis. Germ plasm is a cytoplasmic determinant  composed mainly of RNAs and proteins and is inherited from the mother to the offspring inside the egg.",9606,Homo sapiens,1,biomolecular,,
"34A76419",Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for the biogenesis of ribosomes in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction.",7227,Drosophila melanogaster,1,biomolecular,,
"353F5E6C",MORC3 nuclear body,"MORC3 forms phase-separated condensates with liquid-like properties in the cell nucleus, called MORC3 nuclear bodies (NBs). Nuclear bodies are membraneless organelles in the cell nucleus that concentrate certain nuclear proteins.",9606,Homo sapiens,5,biomolecular,,
A21D42E2,Synthetic Condensate 000153,,9606,Homo sapiens,1,synthetic,,
E95823B6,Synthetic Condensate 000194,,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),3,synthetic,,
"477BAC9B",Synthetic Condensate 000340,"Morphology: In Vitro Droplet Formation; Main protein: Q7JVY2; Partner Proteins: Q9VSM9, O16810, Q24168, Q7K2L1, Q9W102, Q24169, Q9Y1B2; Both tRFP-Cdc6 and eGFP-Cdt1 showed marked enrichment within ORC droplets. Moreover, although phase separation by Cdc6 was partially inhibited by ATP, all three initiator components can co-associate in a liquid phase in the presence of ATP",7227,Drosophila melanogaster,1,synthetic,,
E03F929F,Stress granule,"Stress granules (SGs) are condensed membrane-less organelles that form dynamically as RNA and protein (RNP) phase separate during physiological stress. When translation initiation is limited, SGs assemble and play a role in translational regulation and proteome buffering. Translationally stalled mRNAs, translation initiation factors, RNA-binding proteins, and non-RNA-binding proteins are among the constituents of SGs. SGs are one of the most important cellular stress relievers, yet their presence are temporary. Any condition that causes permanent presence of SGs, such as chronic stress or alterations in the structure of the components of SGs, can induce their pathological aggregation and degenerative effects.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,biomolecular,,
"863EAD4F",Synthetic Condensate 000138,,3055,Chlamydomonas reinhardtii,3,synthetic,,
E3E4F6CC,Synthetic Condensate 000302,"Morphology: In Vitro Droplet Formation; Main protein: Q13148; Partner Proteins: P0DTC9; N partitions into hnRNPA2, TDP-43, and FUS droplets",0,Chimeras,1,synthetic,,
CE90FC77,Synthetic Condensate 000084,,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),1,synthetic,,
CEC93CD4,Synthetic Condensate 000048,,0,Chimeras,3,synthetic,,
"3743B201",Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for ribosome biogenesis in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction.",6239,Caenorhabditis elegans,5,biomolecular,,
"15E3C9A9",Synthetic Condensate 000166,,9606,Homo sapiens,3,synthetic,,
"16670A7A",Synthetic Condensate 000207,,9606,Homo sapiens,3,synthetic,,
