unified_mlo,source_mlo,resource,source_db_tags,term_status,in_served_data,category,verdict,proteins,assertions,organisms,top_organism,distinct_pmids,roles
smn_complex,SMN-Rpp20 complex,CDCODE,CDCODE,served,yes,Nuclear/Citoplasmático,correct,1,1,1,Homo sapiens,0,
smn_complex,SMN complex,,,served,no,Nuclear/Citoplasmático,trivial_variant,0,0,0,,0,
spider_silk_condensate,Spider Silk Spidroin,CDCODE,CDCODE,served,yes,Extracelular,not_reviewed,1,1,1,Latrodectus hesperus,0,
spindle_apparatus,Spindle apparatus,DrLLPS,DrLLPS,served,yes,Citoesqueleto,trivial_variant,64,64,7,Arabidopsis thaliana,98,client|driver
spindle_apparatus,Spindle apparatus,PhaSepDB,PhaseDB|PhasePDB,served,yes,Citoesqueleto,trivial_variant,10,10,2,Homo sapiens,11,client|driver
spindle_apparatus,+TIP body,CDCODE,CDCODE,served,yes,Citoesqueleto,review,6,6,2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),0,
spindle_apparatus,+TIP,CDCODE,CDCODE,served,yes,Citoesqueleto,review,3,3,1,Homo sapiens,0,
spindle_apparatus,Birc5b assembly,CDCODE,CDCODE,served,yes,Citoesqueleto,correct,1,1,0,,0,
spindle_apparatus,EB1F condensate,CDCODE,CDCODE,served,yes,Citoesqueleto,not_reviewed,1,1,1,Mus musculus,0,
spindle_apparatus,GAS2L3 condensates,CDCODE,CDCODE,served,yes,Citoesqueleto,not_reviewed,1,1,1,Homo sapiens,0,
spindle_apparatus,Spindle matrix,CDCODE,CDCODE,served,yes,Citoesqueleto,not_reviewed,1,1,1,Xenopus laevis,0,
spindle_apparatus,condensed compartments of microtubule bundling,PhasePro,PhasePro,served,yes,Citoesqueleto,correct,1,1,1,Homo sapiens,1,driver
spindle_apparatus,spindle matrix,PhasePro,PhasePro,served,yes,Citoesqueleto,correct,1,1,1,Xenopus laevis,1,driver
spindle_pole_body,Centrosome/Spindle pole body,DrLLPS,DrLLPS,served,yes,Citoesqueleto,error,872,872,8,Homo sapiens,1127,client|driver
spindle_pole_body,Spindle pole,,,served,no,Citoesqueleto,review,0,0,0,,0,
spliceosome,Splicesome,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,not_reviewed,1,1,1,Homo sapiens,9,driver
sponge_body,Sponge body,CDCODE,CDCODE,served,yes,Germinal,trivial_variant,13,13,1,Drosophila melanogaster,0,
sponge_body,Sponge body,DrLLPS,DrLLPS,served,yes,Germinal,trivial_variant,12,12,1,Drosophila melanogaster,6,client
spop_daxx_body,SPOP/DAXX body,CDCODE,CDCODE,served,yes,Nuclear,trivial_variant,2,2,1,Homo sapiens,0,
spop_daxx_body,SPOP/DAXX body,PhasePro,PhasePro,served,yes,Nuclear,trivial_variant,2,2,1,Homo sapiens,1,driver
std1_body,STD1 body,CDCODE,CDCODE,served,yes,Citoplasmático,trivial_variant,1,1,1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),0,
std1_body,Std1 bodies,PhasePro,PhasePro,served,yes,Citoplasmático,correct,1,1,1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,driver
sting_phase_separator,STING phase-separator,CDCODE,CDCODE,served,yes,Citoplasmático,trivial_variant,2,2,1,Homo sapiens,0,
sting_phase_separator,STING phase-separator,PhaSepDB,PhaseDB|PhasePDB,served,yes,Citoplasmático,trivial_variant,1,1,1,Homo sapiens,2,driver
stress_granule,Stress granule,PhaSepDB,PhaseDB|PhasePDB,served,yes,Citoplasmático,trivial_variant,1738,1809,22,Homo sapiens,579,client|driver
stress_granule,Stress granule,CDCODE,CDCODE,served,yes,Citoplasmático,trivial_variant,1638,1638,17,Homo sapiens,0,
stress_granule,Stress granule,DrLLPS,DrLLPS,served,yes,Citoplasmático,trivial_variant,1067,1067,8,Homo sapiens,274,client|driver
stress_granule,Stress Granule,CDCODE,CDCODE,served,yes,Citoplasmático,trivial_variant,56,56,3,Toxoplasma gondii,0,
stress_granule,cytoplasmic stress granule,PhasePro,PhasePro,served,yes,Citoplasmático,not_reviewed,18,18,4,Homo sapiens,17,driver
stress_granule,DHX9 Stress Granules,CDCODE,CDCODE,served,yes,Citoplasmático,correct,12,12,1,Homo sapiens,0,
stress_granule,Osmotic stress granule,PhaSepDB,PhaseDB|PhasePDB,served,yes,Citoplasmático,review,1,1,1,Arabidopsis thaliana,2,driver
stress_granule,eIF5B granules,CDCODE,CDCODE,served,yes,Citoplasmático,not_reviewed,1,1,1,Homo sapiens,0,
stress_granule,Stress granules,,,served,no,Citoplasmático,not_reviewed,0,0,0,,0,
stress_granule,stress_granule,,,served,no,Citoplasmático,trivial_variant,0,0,0,,0,
stress_granule,sress-granule,,,served,no,Citoplasmático,not_reviewed,0,0,0,,0,
sup35_condensate,Sup35 condensate,CDCODE,CDCODE,served,yes,Citoplasmático,trivial_variant,2,2,2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),0,
sup35_condensate,Sup35 condensate,PhasePro,PhasePro,served,yes,Citoplasmático,trivial_variant,2,2,2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,driver
synapsin_condensate,α-synuclein condensates,CDCODE,CDCODE,served,yes,Neuronal,error,6,6,2,Mus musculus,0,
synapsin_condensate,Synapsin condensate,PhaSepDB,PhaseDB|PhasePDB,served,yes,Neuronal,trivial_variant,5,5,2,Homo sapiens,32,driver
synapsin_condensate,a matrix holding together clusters of synaptic vesicles (SVs),PhasePro,PhasePro,served,yes,Neuronal,correct,2,2,1,Homo sapiens,1,driver
synapsin_condensate,α-synnuclein condensates,CDCODE,CDCODE,served,yes,Neuronal,error,1,1,1,Homo sapiens,0,
synapsin_condensate,α-synuclein condensates,PhaSepDB,PhasePDB,served,yes,Neuronal,error,1,1,1,Homo sapiens,18,driver
synthetic_condensate,Synthetic Condensate 000001,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000002,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000003,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000004,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000005,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000006,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000007,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000008,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000009,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000010,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000011,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000012,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000013,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000014,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000015,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000016,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000017,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000018,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000019,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000020,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000021,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000022,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000023,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000024,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000025,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000026,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000027,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000028,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000029,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000030,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000031,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000032,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000033,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000034,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000035,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000036,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000037,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000038,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000039,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000040,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000041,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000042,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000043,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000044,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000045,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000046,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000047,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000048,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000049,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000050,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000051,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000052,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000053,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000054,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000055,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000056,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000057,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000058,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000059,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000060,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000061,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000062,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000063,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000064,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000065,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000066,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000067,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000068,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000069,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000070,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000071,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000072,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000073,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000074,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000075,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000076,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000077,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000078,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000079,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000080,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000081,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000082,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000083,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000084,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000085,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000086,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000087,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000088,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000089,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000090,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000091,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000092,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000093,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000094,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000095,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000096,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000097,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000098,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000099,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000100,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000101,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000102,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000103,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000104,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000105,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000106,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000107,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000108,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000109,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000110,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000111,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000112,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000113,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000114,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000115,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000116,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000117,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000118,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000119,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000120,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000121,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000122,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000123,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000124,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000125,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000126,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000127,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000128,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000129,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000130,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000131,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000132,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000133,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000134,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000135,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000136,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000137,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000138,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000139,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000140,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000141,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000142,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000143,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000144,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000145,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000146,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000147,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000148,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000149,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000150,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000151,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000152,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000153,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000154,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000155,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000156,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000157,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000158,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000159,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000160,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000161,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000162,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000163,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000164,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000165,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000166,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000167,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000168,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000169,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000170,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000171,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000172,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000173,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000174,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000175,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000176,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000177,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000178,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000179,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000180,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000181,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000182,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000183,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000184,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000185,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000186,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000187,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000188,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000189,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000190,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000191,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000192,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000193,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000194,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000195,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000196,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000197,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000198,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000199,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000200,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000201,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000202,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000203,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000204,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000205,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000206,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000207,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000208,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
synthetic_condensate,Synthetic Condensate 000209,,,excluded_synthetic,no,,not_reviewed,0,0,0,,0,
