unified_mlo,source_mlo,resource,source_db_tags,term_status,in_served_data,category,verdict,proteins,assertions,organisms,top_organism,distinct_pmids,roles
mirisc,micro-ribonucleoprotein complex,PhasePro,PhasePro,served,yes,Citoplasmático,correct,2,2,1,Homo sapiens,1,driver
mitochondrial_nucleoid,Mitochondrial nucleoid,PhaSepDB,PhaseDB|PhasePDB,served,yes,Mitocondrial,trivial_variant,6,6,2,Homo sapiens,2,driver
mitochondrial_rna_granule,mtRNA granule,CDCODE,CDCODE,served,yes,Mitocondrial,correct,42,42,1,Homo sapiens,0,
mitochondrial_rna_granule,Mitochondrial RNA granule,DrLLPS,DrLLPS,served,yes,Mitocondrial,trivial_variant,40,40,1,Homo sapiens,16,client
morc3_nuclear_body,MORC3 nuclear body,CDCODE,CDCODE,served,yes,Nuclear,trivial_variant,1,1,1,Homo sapiens,0,
morc3_nuclear_body,MORC3-NBs,PhasePro,PhasePro,served,yes,Nuclear,correct,1,1,1,Homo sapiens,1,driver
mutator_foci,MUTator foci,CDCODE,CDCODE,served,yes,Germinal,correct,1,1,1,Caenorhabditis elegans,0,
mutator_foci,Mutator foci,PhaSepDB,PhaseDB|PhasePDB,served,yes,Germinal,trivial_variant,1,1,1,Caenorhabditis elegans,2,driver
mutator_foci,mutator focus,PhasePro,PhasePro,served,yes,Germinal,correct,1,1,1,Caenorhabditis elegans,1,driver
mutator_foci,small RNA amplification complex,PhasePro,PhasePro,served,yes,Germinal,correct,1,1,1,Caenorhabditis elegans,1,driver
necrosome,Arsenite-induced Necrosome,CDCODE,CDCODE,served,yes,Citoplasmático,correct,7,7,2,Mus musculus,0,
necrosome,Necrosome,PhaSepDB,PhaseDB|PhasePDB,served,yes,Citoplasmático,correct,2,2,1,Homo sapiens,1,driver
negri_body,Negri body,PhaSepDB,PhaseDB|PhasePDB,served,yes,Viral,trivial_variant,5,5,3,Rabies virus (strain CVS-11),3,client|driver
negri_body,Negri body,CDCODE,CDCODE,served,yes,Viral,trivial_variant,2,2,1,Rabies virus (strain CVS-11),0,
negri_body,Negri body,PhasePro,PhasePro,served,yes,Viral,trivial_variant,2,2,1,Rabies virus (strain CVS-11),1,driver
neuronal_granule,Neuronal RNP granule,CDCODE,CDCODE,served,yes,Neuronal,correct,66,66,4,Mus musculus,0,
neuronal_granule,Neuronal granule,DrLLPS,DrLLPS,served,yes,Neuronal,trivial_variant,49,49,3,Mus musculus,21,client|driver
neuronal_granule,IMP1 RNP granule,CDCODE,CDCODE,served,yes,Neuronal,correct,39,39,1,Homo sapiens,0,
neuronal_granule,Neuronal granule,PhaSepDB,PhaseDB|PhasePDB,served,yes,Neuronal,trivial_variant,8,8,2,Homo sapiens,92,driver
neuronal_granule,neuronal ribonucleoprotein granule,PhasePro,PhasePro,served,yes,Neuronal,correct,5,5,2,Homo sapiens,4,driver
neuronal_granule,Mimi granules,CDCODE,CDCODE,served,yes,Neuronal,review,3,3,1,Drosophila melanogaster,0,
neuronal_granule,Neuronal granule,CDCODE,CDCODE,served,yes,Neuronal,trivial_variant,3,3,1,Caenorhabditis elegans,0,
neuronal_granule,RBFOX1 RNP granule,CDCODE,CDCODE,served,yes,Neuronal,correct,2,2,1,Drosophila melanogaster,0,
neuronal_granule,RNP transport granule,PhaSepDB,PhaseDB|PhasePDB,served,yes,Neuronal,correct,2,2,1,Homo sapiens,51,driver
neuronal_granule,TIAR2 neuronal granule,CDCODE,CDCODE,served,yes,Neuronal,review,1,1,1,Caenorhabditis elegans,0,
neuronal_granule,IMP1 ribonucleoprotein granule,,,served,no,Neuronal,correct,0,0,0,,0,
nikr_compartment,NikR compartments,PhaSepDB,PhaseDB|PhasePDB,served,yes,Procariota,not_reviewed,1,1,1,Escherichia coli (strain K12),1,driver
nono_condensate,Non-paraspeckle NONO condensate,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,not_reviewed,3,3,1,Mus musculus,1,driver
norad_pum_body,NORAD-PUM body,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,trivial_variant,2,2,1,Homo sapiens,1,driver
norad_pum_body,NP bodies,CDCODE,CDCODE,served,yes,Nuclear,correct,2,2,1,Homo sapiens,0,
npr1_condensate,NPR1 Condensate,,,served,no,Citoplasmático,trivial_variant,0,0,0,,0,
nuage,Nuage,PhaSepDB,PhaseDB|PhasePDB,served,yes,Germinal,correct,8,8,5,Homo sapiens,24,driver
nuage,Nuage,DrLLPS,DrLLPS,served,yes,Germinal,correct,3,3,2,Mus musculus,5,client|driver
nuage,IMC (intermitochondrial cement),CDCODE,CDCODE,served,yes,Germinal,correct,1,1,1,Homo sapiens,0,
nuage,Nuage,CDCODE,CDCODE,served,yes,Germinal,correct,1,1,1,Homo sapiens,0,
nuclear_body,Nuclear body,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,trivial_variant,214,216,6,Homo sapiens,114,client|driver
nuclear_body,Leucocyte nuclear body,CDCODE,CDCODE,served,yes,Nuclear,review,21,21,1,Homo sapiens,0,
nuclear_body,nuclear body,PhasePro,PhasePro,served,yes,Nuclear,trivial_variant,16,16,6,Homo sapiens,11,driver
nuclear_body,Nuclear body,CDCODE,CDCODE,served,yes,Nuclear,trivial_variant,10,10,4,Homo sapiens,0,
nuclear_body,Ccer1 condensate,CDCODE,CDCODE,served,yes,Nuclear,review,2,2,1,Mus musculus,0,
nuclear_body,RBM15 condensate,CDCODE,CDCODE,served,yes,Nuclear,review,2,2,1,Homo sapiens,0,
nuclear_body,SPRI2 Nuclear Condensate,CDCODE,CDCODE,served,yes,Nuclear,review,2,2,1,Arabidopsis thaliana,0,
nuclear_body,NAB3 nuclear body,CDCODE,CDCODE,served,yes,Nuclear,correct,1,1,1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),0,
nuclear_body,VRN1 nuclear body,CDCODE,CDCODE,served,yes,Nuclear,review,1,1,1,Arabidopsis thaliana,0,
nuclear_dicing_body,Nuclear dicing body,CDCODE,CDCODE,served,yes,Nuclear,trivial_variant,3,3,1,Arabidopsis thaliana,0,
nuclear_dicing_body,Nuclear dicing body,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,trivial_variant,3,3,1,Arabidopsis thaliana,2,driver
nuclear_pore_complex,Nuclear pore complex,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,trivial_variant,56,59,10,Homo sapiens,163,client|driver
nuclear_pore_complex,Nuclear pore complex,CDCODE,CDCODE,served,yes,Nuclear,trivial_variant,51,51,10,Homo sapiens,0,
nuclear_pore_complex,Nuclear pore complex,DrLLPS,DrLLPS,served,yes,Nuclear,trivial_variant,4,4,2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),2,driver
nuclear_pore_complex,nuclear pore central transport channel,PhasePro,PhasePro,served,yes,Nuclear,correct,3,3,2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),2,driver
nuclear_pore_complex,selective hydrogel-like meshwork formed by FG-nucleoporins in nuclear pore central channel,PhasePro,PhasePro,served,yes,Nuclear,correct,3,3,2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),2,driver
nuclear_protein_granule,nuclear protein granule,PhasePro,PhasePro,served,yes,Nuclear,trivial_variant,6,6,1,Homo sapiens,4,driver
nuclear_speckle,Nuclear speckle,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,trivial_variant,633,661,6,Homo sapiens,343,client|driver
nuclear_speckle,Nuclear speckle,CDCODE,CDCODE,served,yes,Nuclear,trivial_variant,238,238,6,Homo sapiens,0,
nuclear_speckle,Nuclear speckle,DrLLPS,DrLLPS,served,yes,Nuclear,trivial_variant,110,110,5,Homo sapiens,85,client|driver
nuclear_speckle,nuclear speckle,PhasePro,PhasePro,served,yes,Nuclear,trivial_variant,3,3,1,Homo sapiens,2,driver
nuclear_speckle,AFAP1-AS1 condensates,CDCODE,CDCODE,served,yes,Nuclear,review,2,2,1,Homo sapiens,0,
nuclear_speckle,ALYREF condensates,CDCODE,CDCODE,served,yes,Nuclear,correct,1,1,1,Homo sapiens,0,
nuclear_speckle,METTL14 condensate,CDCODE,CDCODE,served,yes,Nuclear,correct,1,1,1,Mus musculus,0,
nuclear_speckle,Omega speckle,CDCODE,CDCODE,served,yes,Nuclear,review,1,1,1,Drosophila melanogaster,0,
nuclear_speckle,nuclear speck,,,served,no,Nuclear,not_reviewed,0,0,0,,0,
nuclear_stress_body,Nuclear stress body,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,trivial_variant,574,575,1,Homo sapiens,15,client|driver
nuclear_stress_body,Nuclear stress body,CDCODE,CDCODE,served,yes,Nuclear,trivial_variant,12,12,2,Homo sapiens,0,
nuclear_stress_body,Nuclear stress body,DrLLPS,DrLLPS,served,yes,Nuclear,trivial_variant,7,7,1,Homo sapiens,12,client
nuclear_stress_body,A-bodies,CDCODE,CDCODE,served,yes,Nuclear,review,2,2,1,Homo sapiens,0,
nucleolus,Nucleolus,CDCODE,CDCODE,served,yes,Nuclear,trivial_variant,3717,3717,15,Arabidopsis thaliana,0,
nucleolus,Nucleolus,DrLLPS,DrLLPS,served,yes,Nuclear,trivial_variant,3386,3386,13,Arabidopsis thaliana,225,client|driver
nucleolus,Nucleolus,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,trivial_variant,2187,2220,12,Homo sapiens,438,client|driver
nucleolus,Dense Fibrillar Component,CDCODE,CDCODE,served,yes,Nuclear,not_reviewed,9,9,2,Homo sapiens,0,
nucleolus,nucleolus,PhasePro,PhasePro,served,yes,Nuclear,trivial_variant,5,5,3,Drosophila melanogaster,3,driver
nucleolus,Dense fibrillar component,CDCODE,CDCODE,served,yes,Nuclear,not_reviewed,2,2,2,Caenorhabditis elegans,0,
nucleolus,Granular component,CDCODE,CDCODE,served,yes,Nuclear,not_reviewed,2,2,2,Mus musculus,0,
nucleolus,dense fibrillar component,PhasePro,PhasePro,served,yes,Nuclear,correct,2,2,2,Caenorhabditis elegans,2,driver
nucleolus,rDNA locus,CDCODE,CDCODE,served,yes,Nuclear,review,2,2,1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),0,
nucleolus,granular component,PhasePro,PhasePro,served,yes,Nuclear,correct,1,1,1,Homo sapiens,1,driver
opt_domain,OPT domain,DrLLPS,DrLLPS,served,yes,Nuclear,trivial_variant,5,5,1,Homo sapiens,2,client
oskar_granule,Oskar granule,PhaSepDB,PhaseDB|PhasePDB,served,yes,Germinal,trivial_variant,4,4,2,Homo sapiens,82,driver
p62_body,p62 cluster,PhaSepDB,PhaseDB|PhasePDB,served,yes,Citoplasmático,not_reviewed,780,784,3,Homo sapiens,28,client|driver
p62_body,ORF8/p62 condensate,CDCODE,CDCODE,served,yes,Citoplasmático,correct,4,4,2,Homo sapiens,0,
p62_body,P62 cluster,CDCODE,CDCODE,served,yes,Citoplasmático,not_reviewed,4,4,2,Mus musculus,0,
p62_body,P62 body,CDCODE,CDCODE,served,yes,Citoplasmático,trivial_variant,3,3,1,Homo sapiens,0,
p62_body,p62 body,PhasePro,PhasePro,served,yes,Citoplasmático,trivial_variant,1,1,1,Homo sapiens,1,driver
p_body,P-body,CDCODE,CDCODE,served,yes,Citoplasmático,trivial_variant,981,981,10,Homo sapiens,0,
p_body,P-body,PhaSepDB,PhaseDB|PhasePDB,served,yes,Citoplasmático,trivial_variant,487,513,9,Homo sapiens,154,client|driver
p_body,P-body,DrLLPS,DrLLPS,served,yes,Citoplasmático,trivial_variant,373,373,9,Homo sapiens,175,client|driver
p_body,p62-dependent P-bodies (pd-PBs),CDCODE,CDCODE,served,yes,Citoplasmático,correct,11,11,2,Homo sapiens,0,
p_body,P-body,PhasePro,PhasePro,served,yes,Citoplasmático,trivial_variant,9,9,2,Homo sapiens,6,driver
p_body,GW-body,CDCODE,CDCODE,served,yes,Citoplasmático,correct,3,3,1,Homo sapiens,0,
p_body,PB-like Assembly,CDCODE,CDCODE,served,yes,Citoplasmático,correct,3,3,1,Homo sapiens,0,
p_body,GW-body,PhasePro,PhasePro,served,yes,Citoplasmático,correct,2,2,1,Homo sapiens,1,driver
p_body,CCR4-NOT1 complex,CDCODE,CDCODE,served,yes,Citoplasmático,review,1,1,1,Oryza sativa subsp. japonica,0,
p_body,P body,,,served,no,Citoplasmático,trivial_variant,0,0,0,,0,
p_body,P-bodies,,,served,no,Citoplasmático,not_reviewed,0,0,0,,0,
p_granule,P granule,PhaSepDB,PhaseDB|PhasePDB,served,yes,Germinal,trivial_variant,562,573,2,Caenorhabditis elegans,49,client|driver
p_granule,P-granule,CDCODE,CDCODE,served,yes,Germinal,trivial_variant,49,49,1,Caenorhabditis elegans,0,
p_granule,P granule,DrLLPS,DrLLPS,served,yes,Germinal,trivial_variant,37,37,1,Caenorhabditis elegans,18,client|driver
p_granule,Germ granule,CDCODE,CDCODE,served,yes,Germinal,review,14,14,3,Drosophila melanogaster,0,
p_granule,P granule,PhasePro,PhasePro,served,yes,Germinal,trivial_variant,5,5,3,Caenorhabditis elegans,5,driver
p_granule,PGL granules,CDCODE,CDCODE,served,yes,Germinal,correct,5,5,1,Caenorhabditis elegans,0,
p_granule,Trbd,CDCODE,CDCODE,served,yes,Germinal,review,1,1,1,Drosophila melanogaster,0,
pab2_condensate,Pab2 nuclear condensate,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,not_reviewed,1,1,1,Schizosaccharomyces japonicus (strain yFS275 / FY16936),1,driver
parabs_condensate,ParABS DNA,CDCODE,CDCODE,served,yes,Procariota,correct,1,1,1,Bacillus subtilis (strain 168),0,
parabs_condensate,ParABS,,,served,no,Procariota,correct,0,0,0,,0,
paraspeckle,Paraspeckle,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,trivial_variant,259,267,3,Homo sapiens,165,client|driver
paraspeckle,Paraspeckle,CDCODE,CDCODE,served,yes,Nuclear,trivial_variant,73,73,2,Homo sapiens,0,
paraspeckle,Paraspeckle,DrLLPS,DrLLPS,served,yes,Nuclear,trivial_variant,31,31,1,Homo sapiens,36,client|driver
paraspeckle,NONO,CDCODE,CDCODE,served,yes,Nuclear,review,3,3,1,Mus musculus,0,
paraspeckle,paraspeckle,PhasePro,PhasePro,served,yes,Nuclear,trivial_variant,3,3,1,Homo sapiens,2,driver
paraspeckle,paraspeckles,,,served,no,Nuclear,not_reviewed,0,0,0,,0,
perinucleolar_compartment,Peri-nucleolar condensate,CDCODE,CDCODE,served,yes,Nuclear,review,6,6,2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),0,
perinucleolar_compartment,Perinucleolar compartment,DrLLPS,DrLLPS,served,yes,Nuclear,correct,1,1,1,Arabidopsis thaliana,1,client
pi_body,pi-body,PhasePro,PhasePro,served,yes,Germinal,trivial_variant,1,1,1,Homo sapiens,1,driver
plant_photobody,Photobody,PhaSepDB,PhaseDB|PhasePDB,served,yes,Plastídico,correct,7,7,1,Arabidopsis thaliana,6,driver
plant_photobody,Plant Photobody,CDCODE,CDCODE,served,yes,Plastídico,trivial_variant,5,5,1,Arabidopsis thaliana,0,
plant_photobody,CRY2/SPA1/FIO1 condensate,CDCODE,CDCODE,served,yes,Plastídico,correct,3,3,1,Arabidopsis thaliana,0,
plant_signaling_condensate,OsSRO1c-OsDREB2B condensate,CDCODE,CDCODE,served,yes,Citoplasmático,correct,2,2,1,Oryza sativa subsp. japonica,0,
plant_signaling_condensate,RH20 condensate,CDCODE,CDCODE,served,yes,Citoplasmático,review,2,2,1,Arabidopsis thaliana,0,
plant_signaling_condensate,OsJAZ2 condensate,CDCODE,CDCODE,served,yes,Citoplasmático,correct,1,1,1,Oryza sativa subsp. indica,0,
plant_signaling_condensate,PARCL condensate,CDCODE,CDCODE,served,yes,Citoplasmático,correct,1,1,1,Arabidopsis thaliana,0,
plant_signaling_condensate,Plant growth regulator,CDCODE,CDCODE,served,yes,Citoplasmático,review,1,1,1,Arabidopsis thaliana,0,
pml_nuclear_body,PML body,CDCODE,CDCODE,served,yes,Nuclear,not_reviewed,561,561,5,Homo sapiens,0,
pml_nuclear_body,PML nuclear body,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,trivial_variant,326,337,2,Homo sapiens,135,client|driver
pml_nuclear_body,PML nuclear body,DrLLPS,DrLLPS,served,yes,Nuclear,trivial_variant,72,72,2,Homo sapiens,49,client|driver
pml_nuclear_body,PML body,PhasePro,PhasePro,served,yes,Nuclear,not_reviewed,1,1,1,Homo sapiens,1,driver
pml_nuclear_body,PML/RARα microspeckle,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,review,1,1,1,Homo sapiens,2,driver
polarisome,Polarisome,CDCODE,CDCODE,served,yes,Citoesqueleto,trivial_variant,1,1,1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),0,
polarity_condensate,PopZ condensate,CDCODE,CDCODE,served,yes,Neuronal,correct,6,6,3,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15),0,
polarity_condensate,Par complex,PhaSepDB,PhaseDB|PhasePDB,served,yes,Neuronal,correct,4,4,2,Drosophila melanogaster,2,driver
polarity_condensate,Par complex,CDCODE,CDCODE,served,yes,Neuronal,correct,3,3,2,Mus musculus,0,
polarity_condensate,PodJ condensates,CDCODE,CDCODE,served,yes,Neuronal,correct,3,3,1,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15),0,
polarity_condensate,Numb/Pon condensate,CDCODE,CDCODE,served,yes,Neuronal,correct,2,2,1,Drosophila melanogaster,0,
polarity_condensate,basal Numb-Pon crescent in dividing neuroblasts,PhasePro,PhasePro,served,yes,Neuronal,correct,2,2,1,Drosophila melanogaster,1,driver
polarity_condensate,Fus1 condensate,CDCODE,CDCODE,served,yes,Neuronal,review,1,1,1,Schizosaccharomyces pombe (strain 972 / ATCC 24843),0,
polycomb_body,PcG body,CDCODE,CDCODE,served,yes,Nuclear,correct,35,35,3,Drosophila melanogaster,0,
polycomb_body,PcG body,DrLLPS,DrLLPS,served,yes,Nuclear,correct,29,29,2,Drosophila melanogaster,10,client|driver
polycomb_body,Polycomb body,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,trivial_variant,10,11,3,Homo sapiens,9,client|driver
polycomb_body,PcG chromatin condensates,PhasePro,PhasePro,served,yes,Nuclear,correct,1,1,1,Homo sapiens,1,driver
polyp_granule,PolyP granule,CDCODE,CDCODE,served,yes,Procariota,trivial_variant,1,1,1,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),0,
postsynaptic_density,Postsynaptic density,DrLLPS,DrLLPS,served,yes,Neuronal,trivial_variant,2793,2793,2,Mus musculus,250,client|driver
postsynaptic_density,Postsynaptic density,CDCODE,CDCODE,served,yes,Neuronal,trivial_variant,1483,1483,2,Mus musculus,0,
postsynaptic_density,Postsynaptic density,PhaSepDB,PhaseDB|PhasePDB,served,yes,Neuronal,trivial_variant,124,126,3,Mus musculus,43,client|driver
postsynaptic_density,Rapsn condensate,CDCODE,CDCODE,served,yes,Neuronal,review,7,7,1,Homo sapiens,0,
postsynaptic_density,postsynaptic density,PhasePro,PhasePro,served,yes,Neuronal,trivial_variant,2,2,2,Mus musculus,1,driver
postsynaptic_density,ArgBP2 dendritic spine condensate,CDCODE,CDCODE,served,yes,Neuronal,correct,1,1,1,Homo sapiens,0,
postsynaptic_density,FATZ-1 condensate,CDCODE,CDCODE,served,yes,Neuronal,error,1,1,1,Homo sapiens,0,
pre_autophagosomal_structure,ATG condensate,CDCODE,CDCODE,served,yes,Citoplasmático,correct,5,5,1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),0,
pre_autophagosomal_structure,Pre-autophagosomal structure,PhaSepDB,PhaseDB|PhasePDB,served,yes,Citoplasmático,trivial_variant,5,5,1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),4,driver
pre_autophagosomal_structure,ATG4B condensate,CDCODE,CDCODE,served,yes,Citoplasmático,review,1,1,1,Homo sapiens,0,
presynaptic_active_zone,Presynaptic clusters and postsynaptic densities,CDCODE,CDCODE,served,yes,Neuronal,error,1366,1366,1,Homo sapiens,0,
presynaptic_active_zone,Presynaptic clusters,CDCODE,CDCODE,served,yes,Neuronal,correct,15,15,4,Mus musculus,0,
presynaptic_active_zone,Presynaptic active zone condensate,PhaSepDB,PhaseDB|PhasePDB,served,yes,Neuronal,not_reviewed,11,11,4,Rattus norvegicus,8,driver
presynaptic_active_zone,presynaptic cytosol,PhasePro,PhasePro,served,yes,Neuronal,review,2,2,1,Homo sapiens,1,driver
proteasome_foci,Proteasome condensate,CDCODE,CDCODE,served,yes,Nuclear,correct,8,8,2,Homo sapiens,0,
proteasome_foci,Proteasome containing foci,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,correct,7,7,1,Homo sapiens,7,driver
proteasome_foci,Proteasome Storage Granule,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,error,5,5,1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,driver
proteasome_foci,senescence-associated nuclear proteasome foci,CDCODE,CDCODE,served,yes,Nuclear,correct,5,5,1,Homo sapiens,0,
proteasome_foci,BAG2,CDCODE,CDCODE,served,yes,Nuclear,review,1,1,1,Homo sapiens,0,
purinosome,Purinosome,CDCODE,CDCODE,served,yes,Citoplasmático,trivial_variant,4,4,1,Homo sapiens,0,
purinosome,Purinosome,PhaSepDB,PhaseDB|PhasePDB,served,yes,Citoplasmático,trivial_variant,4,4,1,Homo sapiens,2,driver
pyrenoid,Pyrenoid matrix,DrLLPS,DrLLPS,served,yes,Plastídico,correct,181,181,1,Chlamydomonas reinhardtii,4,client|driver
pyrenoid,Pyrenoid,CDCODE,CDCODE,served,yes,Plastídico,trivial_variant,84,84,1,Chlamydomonas reinhardtii,0,
pyrenoid,pyrenoid,PhasePro,PhasePro,served,yes,Plastídico,trivial_variant,2,2,1,Chlamydomonas reinhardtii,1,driver
refractile_body,Refractile body,CDCODE,CDCODE,served,yes,Procariota,trivial_variant,1,1,1,Eimeria tenella,0,
replication_compartment,viral replication compartment (VRC),CDCODE,CDCODE,served,yes,Viral/Nuclear,correct,8,8,3,Human adenovirus C serotype 5,0,
replication_compartment,ORC1 bodies,CDCODE,CDCODE,served,yes,Viral/Nuclear,review,5,5,1,Homo sapiens,0,
replication_compartment,Replication compartment,PhaSepDB,PhaseDB|PhasePDB,served,yes,Viral/Nuclear,trivial_variant,5,5,4,Severe acute respiratory syndrome coronavirus 2,25,driver
replication_compartment,Pre-replication compartment (PRC),CDCODE,CDCODE,served,yes,Viral/Nuclear,correct,3,3,2,Murid herpesvirus 1 (strain K181),0,
replication_compartment,VRO-associated condensate,PhaSepDB,PhaseDB|PhasePDB,served,yes,Viral/Nuclear,correct,1,1,1,Nicotiana benthamiana,1,driver
replication_compartment,Virus-induced replication (VIR) condensate,CDCODE,CDCODE,served,yes,Viral/Nuclear,correct,1,1,1,Tomato bushy stunt virus (strain Cherry),0,
rho_body,Rho body,CDCODE,CDCODE,served,yes,Procariota,trivial_variant,1,1,0,,0,
rna_helicase_condensate,RNA-helicase condensates,PhaSepDB,PhasePDB,served,yes,Citoplasma,not_reviewed,1,1,1,Homo sapiens,1,driver
rosenthal_fiber,Rosenthal fiber,,,served,no,Patológico,trivial_variant,0,0,0,,0,
sam68_nuclear_body,Sam68 nuclear body,CDCODE,CDCODE,served,yes,Nuclear,trivial_variant,15,15,1,Homo sapiens,0,
sam68_nuclear_body,Sam68 nuclear body,DrLLPS,DrLLPS,served,yes,Nuclear,trivial_variant,12,12,1,Homo sapiens,21,client|driver
sam68_nuclear_body,Sam68 nuclear body,PhaSepDB,PhaseDB|PhasePDB,served,yes,Nuclear,trivial_variant,10,10,1,Homo sapiens,2,client
sam68_nuclear_body,Sam68 nuclear bodies (SNBs),PhasePro,PhasePro,served,yes,Nuclear,correct,2,2,1,Homo sapiens,1,driver
sars_cov2_n_condensate,FXR-driven SARS-CoV-2 condensate,CDCODE,CDCODE,served,yes,Viral,correct,5,5,2,Homo sapiens,0,
sars_cov2_n_condensate,SARS-CoV-2 N condensate,PhaSepDB,PhaseDB|PhasePDB,served,yes,Viral,trivial_variant,4,4,2,Severe acute respiratory syndrome coronavirus 2,36,driver
sars_cov2_n_condensate,SARS-CoV-2 condensate,CDCODE,CDCODE,served,yes,Viral,review,4,4,2,Severe acute respiratory syndrome coronavirus 2,0,
sec_body,Sec body,PhaSepDB,PhaseDB|PhasePDB,served,yes,Citoplasmático,trivial_variant,8,8,3,Rattus norvegicus,2,client|driver
sec_body,Sec-body,CDCODE,CDCODE,served,yes,Citoplasmático,correct,8,8,2,Rattus norvegicus,0,
sec_body,Sec body,PhasePro,PhasePro,served,yes,Citoplasmático,trivial_variant,3,3,1,Drosophila melanogaster,1,driver
sex_body,sex body,CDCODE,CDCODE,served,yes,Nuclear,trivial_variant,2,2,2,Mus musculus,0,
signaling_cluster,Signaling cluster,CDCODE,CDCODE,served,yes,Membrana,trivial_variant,25,25,3,Homo sapiens,0,
signaling_cluster,Receptor cluster,PhaSepDB,PhaseDB|PhasePDB,served,yes,Membrana,review,15,15,2,Homo sapiens,35,driver
signaling_cluster,membrane cluster,PhasePro,PhasePro,served,yes,Membrana,review,3,3,1,Homo sapiens,1,driver
signaling_cluster,Receptor cluster,DrLLPS,DrLLPS,served,yes,Membrana,review,1,1,1,Homo sapiens,1,client
signaling_condensate,PCBP2 condensates,CDCODE,CDCODE,served,yes,Citoplasmático,review,5,5,2,Homo sapiens,0,
signaling_condensate,SSB condensate,CDCODE,CDCODE,served,yes,Citoplasmático,error,3,3,2,Escherichia coli (strain K12),0,
signaling_condensate,PARP5A–RNF146 condensate,CDCODE,CDCODE,served,yes,Citoplasmático,review,2,2,1,Mus musculus,0,
signaling_condensate,PGAM5-MAVS Condensate,CDCODE,CDCODE,served,yes,Citoplasmático,correct,2,2,1,Mus musculus,0,
signaling_condensate,Plectin condensates,CDCODE,CDCODE,served,yes,Citoplasmático,error,2,2,1,Mus musculus,0,
signaling_condensate,BMP2K condensate,CDCODE,CDCODE,served,yes,Citoplasmático,correct,1,1,1,Homo sapiens,0,
signaling_condensate,EML4-ALK condensates,CDCODE,CDCODE,served,yes,Citoplasmático,correct,1,1,1,Homo sapiens,0,
signaling_condensate,HSP condensate,CDCODE,CDCODE,served,yes,Citoplasmático,error,1,1,1,Dictyostelium discoideum,0,
signaling_condensate,Insulin/IGF-1 signalosomes,CDCODE,CDCODE,served,yes,Citoplasmático,correct,1,1,1,Homo sapiens,0,
signaling_condensate,Nur77 condensate,CDCODE,CDCODE,served,yes,Citoplasmático,review,1,1,1,Homo sapiens,0,
signaling_condensate,Signalosome,CDCODE,CDCODE,served,yes,Citoplasmático,not_reviewed,1,1,1,Drosophila melanogaster,0,
signaling_condensate,TBC1D2B condensate,CDCODE,CDCODE,served,yes,Citoplasmático,review,1,1,1,Homo sapiens,0,
simr_foci,SIMR foci,CDCODE,CDCODE,served,yes,Germinal,trivial_variant,2,2,1,Caenorhabditis elegans,0,
sint_speckle,SINT-speckle,PhaSepDB,PhaseDB|PhasePDB,served,yes,Citoplasmático,trivial_variant,5,5,1,Homo sapiens,1,driver
sint_speckle,Sint speckle,CDCODE,CDCODE,served,yes,Citoplasmático,correct,4,4,1,Homo sapiens,0,
sirna_body,Sirna body,CDCODE,CDCODE,served,yes,Citoplasmático,correct,5,5,1,Arabidopsis thaliana,0,
sirna_body,siRNA body,DrLLPS,DrLLPS,served,yes,Citoplasmático,trivial_variant,2,2,1,Arabidopsis thaliana,3,client
slit_diaphragm_condensate,Slit diaphragm condensate,CDCODE,CDCODE,served,yes,Membrana,trivial_variant,3,3,1,Homo sapiens,0,
