uniprot,mlo_db,rol_db,source,db,mlo,rol
Q9NRL3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q92896,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NV70,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q92823,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y4E6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O43396,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8WZA2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P07954,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P43155,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NQ79,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O14639,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y4F5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75781,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P53007,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y3L3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UH03,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P12036,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9BPW4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q99798,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y5K8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y4D1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P62191,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95741,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P11216,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O15079,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q15147,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P08631,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q13424,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9H444,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P23526,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O14734,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9P0L0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O60826,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P08247,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q15075,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P31146,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y342,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q3SXM5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5JPE7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UNE7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q14894,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q12846,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O14874,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UQ03,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q13367,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NSB8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8TDJ6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9P253,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P00918,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q16698,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8TB36,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P61601,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P07197,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9HAP6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9P2U7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9HA65,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q3ZCQ8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8IV08,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y6R0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q99426,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9BXH1,Centrosome/Spindle pole body,Client,drllps,drllps_clients,centrosome/spindle pole body,client
Q7Z406,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UMF0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P54920,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P13637,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q13332,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q99418,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O15399,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P20336,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P20648,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P20916,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q14318,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9HD20,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
A4D1P6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NZW5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q4G0A6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P23471,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9H330,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q92828,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P00568,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9HBL7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75477,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9HB21,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P16298,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9BWM7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5T5U3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5TCZ1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8ND76,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95970,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O00231,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P51148,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P78357,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96SB3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q99536,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q14168,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P48169,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O76024,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y4G8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y6C9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P50416,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q14139,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6ZVL6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O00330,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8WXG6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O00170,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O14910,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UBQ0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95294,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P61020,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P07195,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q86YS7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9C0D0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P40123,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NPJ3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O60493,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96KP1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P49590,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q13423,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O14827,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q16643,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9HAV0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95219,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8TAF3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75077,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P54750,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q13724,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NQC3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O94925,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9H8M1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q15042,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75746,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O14548,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P54764,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9P0L2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q92752,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P24539,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P62834,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P52907,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UK22,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75061,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95140,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q08257,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q3KQU3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8IYI6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O15228,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O00214,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y2J8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96ID5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q07002,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O00519,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
,Stress granule,Client,drllps,drllps_clients,stress granule,client
P28288,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q7Z2D5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q86Y82,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q969Z3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UPR5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9BQI5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O14950,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9H2M9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
A0A2R8YDH4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9H425,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5T1M5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P61106,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6YN16,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9GZT3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8NHH9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q14344,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P42262,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5T5P2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UPP2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P10909,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P11678,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P05413,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P84074,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9H4G4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UPV7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9HCM3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NZ45,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q16512,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P55160,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q07954,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P60201,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y3L5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8TCU6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9H2X9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95292,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96MZ0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5JU85,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y2Q0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9HCH3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NPD7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q09666,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NZ52,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q567U6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P42263,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P01024,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9P2E9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P14854,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P05129,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q12931,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8IXI2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P23515,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8N766,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8N490,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P22234,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P19086,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5J8M3,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5M775,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O15240,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O43795,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NZR1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P14415,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UNH7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P61803,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q00765,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O00445,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8WUY1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P42658,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UIA9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O14594,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O60333,P-body,Client,drllps,drllps_clients,p-body,client
O60333,Stress granule,Client,drllps,drllps_clients,stress granule,client
O60333,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6PCB7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y5X1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P55196,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O43707,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95299,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P01588,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UPW8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q99784,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UBB4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8N1G4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75146,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q00013,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P14136,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P13073,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8TB68,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q14699,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q15334,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q14156,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q16891,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NS86,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q14254,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q765P7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q13733,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96GW7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9GZV7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O00203,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UJW0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NTI2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UPY6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O15075,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9BQ69,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O95197,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P35749,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96P47,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P00915,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q86WG5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q7Z3D6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P82909,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O00533,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P21266,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q99747,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q08AE8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P61204,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9P260,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q92608,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P78362,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P21589,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9BXF6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y4E8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96BY6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P25686,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P10606,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q07065,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8NEU8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q2M389,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96JB2,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8WWI1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q12765,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P63000,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y6T7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UJU6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P07814,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NRW7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O00499,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8IZP0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8IWT6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P28289,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75899,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75955,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5SQI0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NZJ7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P49407,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O00560,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P35241,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96TC7,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P11182,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P55084,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8NBU5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8TAG9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9P2P5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NYB9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P52306,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O60763,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UPT6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q7Z4S6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75334,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96AX1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q16799,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P22695,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8IXI1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O96000,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5VIR6,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P55786,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8N4C8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96Q04,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96C19,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P22694,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P10586,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P05026,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q96L92,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P24666,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q16774,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5VT25,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75335,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y2H5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y2D4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q8TD22,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P20339,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6DN90,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y5M8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75891,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q13557,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q01484,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75380,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P10915,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UNA1,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q86T65,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O75323,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UMY4,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P60891,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P60891,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9H7D0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
O94903,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9Y6M9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9C0H5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q13825,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
P27105,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q6UWE0,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q5VUB5,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9UEY8,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q16352,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
Q9NUP9,Postsynaptic density,Client,drllps,drllps_clients,postsynaptic density,client
