uniprot_id	source_db	source_mlo	unified_mlo	source_role	unified_role	evidence	organism
P21675	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P21781	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P21796	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P21953	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P22413	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P23131	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P23152	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P23193	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P23193	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P23197	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P23284	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P23411	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P23786	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P23821	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P24534	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P24844	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P24941	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P25098	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P25111	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P25112	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P25120	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P25205	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P25232	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P25388	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P25398	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P25789	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P26358	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P26439	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P26447	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P26583	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P26641	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P27635	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P27694	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P27708	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P28356	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P28370	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P28562	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P29034	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P29043	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P29084	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P29316	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P29323	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P29375	PhasePDB	Nucleolus	nucleolus	client	Client	15949438	Homo sapiens
P29692	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P30050	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P30050	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P30153	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P30291	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P30405	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P31040	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P31327	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P31942	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P31946	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P31947	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P32391	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P32969	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P32969	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P33981	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P33991	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P33992	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P34897	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P34991	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P35249	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P35249	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P35250	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P35250	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P35251	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P35268	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P35268	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P35269	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P35520	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P35544	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P35659	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P35998	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P36269	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P36383	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P36404	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P36578	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P36578	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P36578	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P37108	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P37108	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P37140	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P38663	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P38919	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P39019	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P39019	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P39023	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P39023	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P39023	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P39026	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P39027	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P39028	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P39030	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P39748	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P39748	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P39748	PhasePDB	Nucleolus	nucleolus	client	Client	18443037	Homo sapiens
P40306	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P40429	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P40429	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P40429	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P40926	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P40937	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P40937	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P40938	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P41091	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P41212	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P41218	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P41219-2	PhasePDB	Nucleolus	nucleolus	client	Client	37385249	Homo sapiens
P41219-2	PhasePDB	Stress granule	stress_granule	client	Client	37385249	Homo sapiens
P41220	PhasePDB	Nucleolus	nucleolus	client	Client	11278586	Homo sapiens
P41227	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P42166	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P42285	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P42285	PhasePDB	Nucleolus	nucleolus	client	Client	29107693	Homo sapiens
P42285	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P42330	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P42338	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P42655	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P42684	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P42694	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P42695	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P42696	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P42696	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P42696	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P42766	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P42771	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P43003	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P43246	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P43268	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P43330	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P43331	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P43378	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P45379	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P45880	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P46055	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P46063	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P46087	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P46087	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P46087	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P46087	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P46100	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P46776	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P46778	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P46778	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P46779	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P46779	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P46779	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P46781	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P46782	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P46782	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P46783	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P46783	PhasePDB	Nucleolus	nucleolus	client	Client	20159986	Homo sapiens
P46821	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P47914	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P47914	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P47989	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P48506	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P48539	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P48552	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P48730	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P48730	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P48730	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P49069	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P49207	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P49207	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P49207	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P49327	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P49411	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P49458	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P49736	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P49748	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P49758	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P49789	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P49792	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P49795	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P49902	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P50219	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P50539	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P50550	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P50607	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P50613	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P50895	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P50991	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P51178	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P51513	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P51553	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P51659	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P51812	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P51813	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P51955	PhasePDB	Nucleolus	nucleolus	client	Client	15161910	Homo sapiens
P52272	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P52272	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P52272	PhasePDB	Nucleolus	nucleolus	client	Client	37385249	Homo sapiens
P52272	PhasePDB	Stress granule	stress_granule	client	Client	37385249	Homo sapiens
P52292	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P52434	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P52436	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P52701	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P52737	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P52746	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P52815	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P52895	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P52926	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P52943	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P53025	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P53365	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P53582	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P53621	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P53803	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P53804	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P53999	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P53999	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P54105	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P54253	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P54257	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P54760	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P55145	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P55265	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P55265	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P55265	PhasePDB	Nucleolus	nucleolus	client	Client	12665561	Homo sapiens
P55317	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P55769	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P55769	PhasePDB	Nucleolus	nucleolus	client	Client	10593953	Homo sapiens
P56182	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P56182	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P56182	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P56182	PhasePDB	Nucleolus	nucleolus	client	Client	25969445	Homo sapiens
P56182	PhasePDB	Nucleolus	nucleolus	client	Client	28500793,25969445	Homo sapiens
P56378	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P56537	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P56557	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P56962	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P58317	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P58397	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P58876	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P59998	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P60228	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P61011	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P61088	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P61088	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P61218	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P61236	PhasePDB	Nucleolus	nucleolus	client	Client	15556292	Homo sapiens
P61247	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P61247	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P61247	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P61254	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P61313	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P61981	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P62068	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P62140	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P62140	PhasePDB	Nucleolus	nucleolus	client	Client	11739654	Homo sapiens
P62140	PhasePDB	Nucleolus	nucleolus	client	Client	20926688	Homo sapiens
P62241	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P62241	PhasePDB	Nucleolus	nucleolus	client	Client	37385249	Homo sapiens
P62241	PhasePDB	Stress granule	stress_granule	client	Client	37385249	Homo sapiens
P62241	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62244	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62249	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62258	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P62263	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P62263	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62269	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62277	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62277	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P62280	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P62280	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62310	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P62380	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P62701	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62750	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P62750	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P62841	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62841	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P62847	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62851	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62851	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P62854	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P62861	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P62899	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P62906	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P62910	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P62913	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P62913	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P62913	PhasePDB	Nucleolus	nucleolus	client	Client	27829214	Homo sapiens
P62913	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P62952	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P62979	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P62979	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P63000	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P63096	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P63104	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P68104	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P68402	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P78316	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P78337	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P78345	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P78346	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P78346	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P78347	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P78347	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P78406	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P78406	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P78406	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P78527	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P78527	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
P80192	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P82914	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P82979	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
P82979	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
P84098	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P84098	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
P84101	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P86397	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P98073	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P98082	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
P98173	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
Q00005	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
Q00403	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
Q00604	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
Q00839	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
Q00839	PhasePDB	Nucleolus	nucleolus	client	Client	39738032	Homo sapiens
Q01780	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
Q01780	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
Q01968	PhasePDB	Nucleolus	nucleolus	client	Client	30503769	Homo sapiens
Q02045	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
Q02297	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
Q02543	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
Q02543	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
Q02546	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
Q02877	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
Q02878	PhasePDB	Nucleolus	nucleolus	client	Client	24127217	Homo sapiens
Q02878	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
Q02962	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
Q03188	PhasePDB	Nucleolus	nucleolus	client	Client	8702533	Homo sapiens
Q03701	PhasePDB	Nucleolus	nucleolus	client	Client	15635413	Homo sapiens
Q03721	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
Q03924	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
Q03989	PhasePDB	Nucleolus	nucleolus	client	Client	32744794	Homo sapiens
