uniprot_id	source_db	source_mlo	unified_mlo	source_role	unified_role	dataset_active	evidence	organism
Q02790	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A0A087WVQ6	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9Y2W2	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O96019	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A0A087X1E4	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P51572	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9Y3B4	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q12874	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
C9JZR2	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9BTV4	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q7Z6Z7	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P19784	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q86UP2	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
H7BXF5	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
D6R917	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O43707	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P45974	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
B6VEX4	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O14964	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O60828	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q8TEX9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
G5EA31	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q96T76	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q16513	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E9PMC9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
G3V1C3	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E7EX29	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
F5H2F4	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
X6RAL5	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P27348	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P51610	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E9PB61	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q15393	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P52209	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A8MU58	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P08758	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
K7ERV3	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9H307	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O43290	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q86TC9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q13907	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9H6F5	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q5H907	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9ULM3	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P62310	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A0A087X0H9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
B4DIE3	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9Y4E8	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A9Z1X7	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E5RJR5	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O15014	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P53396	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E7EX73	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P23526	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q93052	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q5D1E8	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
O45551	CDCODE	PGL granules	p_granule	NotInformed		1	NULL	NULL
J3QLI9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P07737	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q99504	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q8TED0	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q6PKG0	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q94K01	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P16152	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
F6VRR5	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
B7Z7F3	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P04406	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q06210	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q96P70	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
R4GMW8	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P11717	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P61289	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E7ERL0	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
J3KRK0	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
V9GZ56	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
F8W726	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A0A087WY55	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
M0R2B7	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O75530	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O75369	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P12277	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9UHD1	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q14739	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q5BJH7	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9BVJ6	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E9PLK3	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P62304	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q6IAA8	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q04760	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
G8JLD5	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q86X55	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q92733	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E7EVE9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
R4GNH3	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
H7BYN4	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q6ZU65	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O75717	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P55060	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P35269	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
B1AHD1	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E9PHA2	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
B5MCF9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P19447	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q15942	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9HCK8	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O95340	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
H7C2Q8	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q7KZN9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E7EX44	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P61964	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q13838	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9H6S3	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A0A0A0MSN9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P24666	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q05048	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P08133	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O14776	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q8WY36	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E7EU96	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q6P1J9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A0A0U1RRM1	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
B3KQV6	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P39880	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E9PKG1	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O14744	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
K7EJX0	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9BYG3	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P54259	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q5VT52	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
V9GYF8	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O75475	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O60306	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q05D32	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O95292	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q13200	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9NX40	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P56182	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q12873	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P13073	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P26639	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q07065	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P40763	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E7EVX8	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q16401	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q15477	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O00267	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A6NJA2	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q8WXE1	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
G3V2Q3	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E7ETD6	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
X6RCR8	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q12888	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P26640	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
J3KPM9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P14923	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O75746	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q15020	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9UGI8	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q15654	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A6NHR9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q96C86	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O15160	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q15437	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
B4DJ81	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9NVM9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q15061	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O60341	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
E9PSH0	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9NYF8	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P56192	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O43813	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
H0YMZ1	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P08621	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q13123	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q7KZ85	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
O43172	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q9Y2Z0	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P0DN79	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A0A0J9YYL3	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
H9KV28	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A0A0A0MTH9	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q5SQP8	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
A0A0A0MSQ0	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q3MK94	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q8VZG7	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q9FXA2	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q9SB47	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
G5EC37	CDCODE	PGL granules	p_granule	NotInformed		1	NULL	NULL
Q95XR4	CDCODE	PGL granules	p_granule	NotInformed		1	NULL	NULL
Q9NY61	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q7LC44	CDCODE	Midbody Granule	midbody_granule	NotInformed		1	NULL	NULL
P97474	CDCODE	Transcriptional condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
Q9H425	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P50995	CDCODE	Midbody Granule	midbody_granule	NotInformed		1	NULL	NULL
Q9DDD7	CDCODE	Transcription condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
Q9CXC9	CDCODE	Transcriptional condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
Q91WJ8	CDCODE	Transcriptional condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
A0A7J6JZA8	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
P08047	CDCODE	SGF29 condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
P24928	CDCODE	SGF29 condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
P04075	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
A0A7J6K4N3	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
A0A7J6K5K9	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
A0A7J6K728	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
A0A7J6K9T3	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
A0A7J6KBZ7	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
A0A7J6KD16	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
A0A7J6KD78	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
A0A7J6KDS2	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
A0A7J6KGH8	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
A0SIX7	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
B6KN45	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
B9PHR1	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
B9PXQ3	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
E0AEY9	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
F2YGR7	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
I7BFC9	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q0GB77	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q309Z7	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q6PQ42	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q7Z1F7	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q95Z02	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q9BLM8	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q9NG25	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q9TW75	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q9U540	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
R4H6A8	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q9C718	CDCODE	RH20 condensate	plant_signaling_condensate	NotInformed		1	NULL	NULL
F6TQD1	CDCODE	sex body	sex_body	NotInformed		1	NULL	NULL
Q8SAY0	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
A0A7J6JSR9	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
P62195	CDCODE	senescence-associated nuclear proteasome foci	proteasome_foci	NotInformed		1	NULL	NULL
Q07802	CDCODE	EB1F condensate	spindle_apparatus	NotInformed		1	NULL	NULL
P0C485	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
P46773	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
P0C440	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q6F2Y7	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q69QQ6	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q42971	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q0J8G4	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q0J8A4	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
P30298	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
P28752	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q10DK7	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q8S6N5	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q9CZW6	CDCODE	PARP5A–RNF146 condensate	signaling_condensate	NotInformed		1	NULL	NULL
Q02241	CDCODE	Midbody Granule	midbody_granule	NotInformed		1	NULL	NULL
Q16186	CDCODE	senescence-associated nuclear proteasome foci	proteasome_foci	NotInformed		1	NULL	NULL
Q9NWT8	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P60900	CDCODE	senescence-associated nuclear proteasome foci	proteasome_foci	NotInformed		1	NULL	NULL
Q9UPU7	CDCODE	TBC1D2B condensate	signaling_condensate	NotInformed		1	NULL	NULL
Q94BR4	CDCODE	Plant Photobody	plant_photobody	NotInformed		1	NULL	NULL
P31483	CDCODE	Midbody Granule	midbody_granule	NotInformed		1	NULL	NULL
P11940	CDCODE	Midbody Granule	midbody_granule	NotInformed		1	NULL	NULL
Q9H0H5	CDCODE	Midbody Granule	midbody_granule	NotInformed		1	NULL	NULL
P31674	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q2QWU2	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q62521	CDCODE	Transcriptional condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
Q9NRM7	CDCODE	Hippo signalosome	hippo_condensate	NotInformed		1	NULL	NULL
O95835	CDCODE	Hippo signalosome	hippo_condensate	NotInformed		1	NULL	NULL
Q9GZV5	CDCODE	Hippo signalosome	hippo_condensate	NotInformed		1	NULL	NULL
Q15018	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q5W6R4	CDCODE	OsSRO1c-OsDREB2B condensate	plant_signaling_condensate	NotInformed		1	NULL	NULL
Q9NP61	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
O01477	CDCODE	SIMR foci	simr_foci	NotInformed		1	NULL	NULL
Q10PL7	CDCODE	OsSRO1c-OsDREB2B condensate	plant_signaling_condensate	NotInformed		1	NULL	NULL
A0A140H547	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q96ES7	CDCODE	SGF29 condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
Q9NPJ6	CDCODE	SGF29 condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
Q7SXE8	CDCODE	Transcription condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
Q84LH8	CDCODE	Plant Photobody	plant_photobody	NotInformed		1	NULL	NULL
A0A0R4IMS9	CDCODE	Transcription condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
A5JNG8	CDCODE	Transcription condensate	transcriptional_condensate	NotInformed		1	NULL	NULL
Q05682	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P0DP23	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q9ZST1	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
P0C477	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q9LGQ6	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q13188	CDCODE	Hippo signalosome	hippo_condensate	NotInformed		1	NULL	NULL
Q9H4B6	CDCODE	Hippo signalosome	hippo_condensate	NotInformed		1	NULL	NULL
Q9H8S9	CDCODE	Hippo signalosome	hippo_condensate	NotInformed		1	NULL	NULL
P46937	CDCODE	Hippo signalosome	hippo_condensate	NotInformed		1	NULL	NULL
Q13492	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q08AD1	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P55210	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q6P1N0	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q9Y5K6	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P13569	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q86X95	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P46108	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q9NY93	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q9UDY4	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
O14640	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
O43237	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q9BUP0	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q7Z2Z2	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P55010	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q96EB1	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P06733	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q9Y2J2	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P49327	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P04406	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q5VSY0	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P52655	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q00341	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q53T59	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q15652	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q96AT1	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q5T5P2	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q03164	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P00338	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P07195	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P09382	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q9BRT6	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P46821	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q8IWC1	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P28482	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q96KB5	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q9NYJ8	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P42574	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P25786	CDCODE	senescence-associated nuclear proteasome foci	proteasome_foci	NotInformed		1	NULL	NULL
Q9SHF3	CDCODE	RH20 condensate	plant_signaling_condensate	NotInformed		1	NULL	NULL
O97468	CDCODE	Omega speckle	nuclear_speckle	NotInformed		1	NULL	NULL
P40381	CDCODE	Heterochromatin	heterochromatin	NotInformed		1	NULL	NULL
A0A7J6JZB5	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
A0A7J6K069	CDCODE	Stress Granule	stress_granule	NotInformed		1	NULL	NULL
Q9NPE3	CDCODE	Dense Fibrillar Component	nucleolus	NotInformed		1	NULL	NULL
Q9NY12	CDCODE	Dense Fibrillar Component	nucleolus	NotInformed		1	NULL	NULL
