uniprot_id	source_db	source_mlo	unified_mlo	source_role	unified_role	dataset_active	evidence	organism
Q8LCE1	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
Q94AW8	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584;26980300;15496452	Arabidopsis thaliana
O04294	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q84JW1	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q43349	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
P48001	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
Q940G5	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
F4I7X1	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
P55737	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
O23523	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q8LPF1	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9SRY6	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
P26568	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9XI21	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9SY09	DrLLPS	Nucleolus	nucleolus	Client	client	1	15496452;26980300	Arabidopsis thaliana
Q39243	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q56ZQ3	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9LD28	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300;15496452	Arabidopsis thaliana
Q9LVL2	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q8H118	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9FZA2	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
F4K4Y5	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9SIU8	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
P11139	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300;23521421	Arabidopsis thaliana
P11139	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	client	1	26980300;23521421	Arabidopsis thaliana
Q94EG6	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9ZPX8	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
O49597	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9FFD8	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
O81488	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300;29104584	Arabidopsis thaliana
Q38884	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9SU78	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9M339	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9FPF0	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q41188	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
Q9SA14	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
P41916	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584;26980300	Arabidopsis thaliana
Q9SE83	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q94AD1	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9LJG3	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
Q9CA42	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300;15496452	Arabidopsis thaliana
Q9FKV0	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
F4JUM1	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9SRY5	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9FHT4	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9T029	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
F4JJ94	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584;26980300	Arabidopsis thaliana
Q9SIW5	DrLLPS	Nucleolus	nucleolus	Client	client	1	15496452	Arabidopsis thaliana
Q07473	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
Q6ICZ8	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9FE58	DrLLPS	Nucleolus	nucleolus	Client	client	1	15496452;26980300	Arabidopsis thaliana
Q9FME5	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
O48549	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300;29104584;15496452	Arabidopsis thaliana
Q96292	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
P46422	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300;29104584	Arabidopsis thaliana
Q9ASZ9	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9FIB6	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
Q9FVP6	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
P41376	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584;15496452;26980300	Arabidopsis thaliana
Q9LZF5	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
P25071	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
F4IRF5	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9LFF6	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q8LFJ5	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9LP53	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9FHG2	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
O22469	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9SRX2	DrLLPS	Nucleolus	nucleolus	Client	client	1	15496452	Arabidopsis thaliana
Q9LZP4	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9FXB5	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9FHM5	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
O23717	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300;29104584	Arabidopsis thaliana
Q9LJR2	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
F4JRR2	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q38798	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
F4HP91	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
F4HQD4	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
B3H5K9	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	client	1	19383896	Arabidopsis thaliana
Q9FKQ3	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
Q8LCW9	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9FZ48	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q9C7I5	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q96293	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
P51407	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
O64650	DrLLPS	Nucleolus	nucleolus	Client	client	1	15496452	Arabidopsis thaliana
Q9SF35	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300;29104584;15496452	Arabidopsis thaliana
Q9LZT5	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q94K48	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300;15496452	Arabidopsis thaliana
Q8LG05	DrLLPS	Nucleolus	nucleolus	Client	client	1	15496452	Arabidopsis thaliana
F4JRD3	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584;26980300	Arabidopsis thaliana
Q9FVI6	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q93Z72	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
F4K455	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584;15496452	Arabidopsis thaliana
Q93VG5	DrLLPS	Nucleolus	nucleolus	Client	client	1	15496452;26980300;29104584	Arabidopsis thaliana
F4JWP9	DrLLPS	Nucleolus	nucleolus	Client	client	1	15496452	Arabidopsis thaliana
Q9C5C2	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
Q9FHQ6	DrLLPS	Nucleolus	nucleolus	Client	client	1	15496452	Arabidopsis thaliana
Q96243	DrLLPS	Nucleolus	nucleolus	Client	client	1	26980300	Arabidopsis thaliana
Q3E8E5	DrLLPS	Nucleolus	nucleolus	Client	client	1	29104584	Arabidopsis thaliana
F1MMG3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A0JN82	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q58DT1	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1ML72	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q0VC68	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MP56	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BM72	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2KHU3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q32PI3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q5E995	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MNS4	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T0Q8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q5E973	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2NL22	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1N5B5	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A6QNT4	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A8NJ74	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T076	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q5E9E6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A4FUD9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
G3MYW2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MIM8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2YDK1	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q7YRA3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q32L22	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T057	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SYR7	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BJ81	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2TBU3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MGC9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2KHT8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T0S6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BC14	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MUZ0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q58DW0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MK30	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T003	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
G5E631	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SZZ0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A6H7B6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P67868	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q8WN55	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MWS9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A1A4H6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A0A140T862	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2TBR9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MHM7	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q5E9E9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T0W9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A6QLG5	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A2VDN9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A5PJU0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F2Z4J4	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MY97	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q08DT0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BKX3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P61284	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T087	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1ML79	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P48616	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q0IIL6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q863B3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A7MB10	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MFW8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3B7L9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SWW9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q0IIG0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q148M8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MR14	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A7YWA1	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T0U2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P68103	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BIX2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q28009	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BKR4	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A6H7B7	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A7MBC0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q0VD01	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q58DQ3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P0CG53	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1N7F7	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SZQ6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1B8C2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MMB9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q5E988	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BEW6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A6QP94	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2TBQ5	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A7YWH5	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P39872	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A5PKD1	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MQV1	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BNQ2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BLD4	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T0J9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A6QL85	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BGW4	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P45879	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2TBV5	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SZ21	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MLB8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q5E963	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P68102	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P80311	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BFH7	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BKI4	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A7MB12	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BC24	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q6Q137	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T169	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A4FV97	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2KIV0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
G3MWV5	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MRX4	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A2VDT2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A0A140T846	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2KID0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MPG7	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BGE2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q9XSI3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q56JX6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q29RS9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SZ90	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q58CQ2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BF14	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P61157	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743;15635413	Bos taurus
F1MM59	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SYT9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A7Z065	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2HJ56	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BDV5	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1N301	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BGI6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2NKY7	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SZD4	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MN93	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A5D7C1	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MBQ8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1N0P2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3ZBH5	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T0V4	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MCR2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SZ29	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F2Z4E7	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A4FUG9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A5D7D9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P61356	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q0VC24	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q56K03	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A6QLS0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BM03	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P0CB32	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MYG5	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P00829	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q0VCY3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T025	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BCL3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q56JV9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
G3MX45	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q5E958	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BH22	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MCK7	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MRB9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q29S22	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SZF8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2KHX8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1N3W8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1N7I8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q1LZD9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A4FV23	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T0E1	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SYU1	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SZ40	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
P60712	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MRA9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A6H769	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BDL9	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
G3X6I6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2KII6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MB54	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q58DA3	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2HJ65	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q1JQD2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
A6QLA4	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MPT7	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3T0D0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q56JX8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1N533	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q2KIZ8	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q5EA82	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
E1BM58	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3MHH2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q3SYV6	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q5E9N0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MU08	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
Q0P5H2	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
F1MMA0	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
G3MY44	DrLLPS	Nucleolus	nucleolus	Client	client	1	20970743	Bos taurus
